a4,a16,a17,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a2,a3,a5,a7,a8,a10,a11,a13,a14,a15,a18,a19,label
36911,813,6,1910,50,59,0.400,15,90,0.750,,0,1500,58.800,41.200,0,0,2.500,1,40,35,100,F77,CHILDCRAFT,YES,YES,BENTON,UNCOATED,COVER,LINE,NO,MOTTER70,CATALOG,NORTHUS,0
25427,821,7,1910,55,49,0.233,15.600,80,1,30,35.800,1950,41.700,22.500,1,0,2.700,1,40,37,100,X95,TVGUIDE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,MOTTER94,TABLOID,NORTHUS,0
34092,815,2,1910,65,49,0.333,13.500,82,0.625,30,0,1350,68.200,31.800,1,0,2.500,1,38,37,103.200,M254,OLDVILLAGESHOP,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,WOODHOE70,CATALOG,,0
36846,802,2,1910,65,65,0.400,14,100,0.750,40,7,1200,58.100,34.900,0,0,2.500,1,40,35,100,I347,GLOBALEQUP,NO,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,ALBERT70,CATALOG,NORTHUS,0
36058,824,6,1911,50,58,0.300,16,,0.875,24,0,2200,58.800,41.200,0,0,1.200,0.600,30,42,93.750,X116,WARDS,NO,YES,BENTON,COATED,COATED,LINE,,MOTTER94,TABLOID,CANADIAN,1
34092,815,9,1910,65,58,0.400,15,74,0.625,32,0,1800,57.500,42.500,1,0,2.500,1,38,37,103.200,M45,OLDVILLAGESHOP,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,WOODHOE70,CATALOG,,0
36058,824,2,1911,50,58,0.333,15.500,75,0.812,24,0,2200,58.800,41.200,0,0,1.500,0.600,30,42,100,X273,WARDS,NO,YES,BENTON,COATED,COATED,LINE,,MOTTER94,TABLOID,CANADIAN,1
34367,816,9,1911,62.500,47,0.167,17,75,0.750,30,14.300,1700,47.600,38.100,0,0,3,0.500,40,40,96.900,J6,YIELDHOUSE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,WOODHOE70,TABLOID,NORTHUS,0
34583,827,9,1911,40,47,0.200,15,75,0.750,25,0,2100,61.100,38.900,0,0,2.400,1.100,33,40,96.900,X135,AMES,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,CANADIAN,1
25428,821,2,1911,45,47,0.200,14,80,0.750,20,18,1800,45,37,0,0,2.500,0.800,40,40,96.900,X151,TVGUIDE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,MOTTER94,TABLOID,NORTHUS,1
23040,821,7,,50,59,0.333,14.500,71,0.625,20,11.100,1650,55.500,33.300,0,0,2.500,1,40,,,X750,GUIDEPOSTS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,MOTTER94,TABLOID,,0
36784,815,2,1910,60,58,0.333,15.100,93,1,25,0,1650,56.100,33.900,0,0,2.500,1,40,35,100,T245,MASSEY,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,WOODHOE70,CATALOG,NORTHUS,0
36784,815,2,1910,50,58,0.367,13.500,100,0.750,35,0,1750,55.500,44.500,3,0,2.700,0.500,40,35,100,F374,MASSEY,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,WOODHOE70,CATALOG,NORTHUS,0
47104,802,2,1910,40,56,0.300,16.500,80,,45,20.300,1400,44.200,35.500,0,0,3,0.600,40,35,100,B181,MODMAT,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,ALBERT70,CATALOG,NORTHUS,1
47104,802,7,1911,30,56,0.433,16,70,,60,21.800,1400,45.400,32.800,0,0,3,0.900,40,40,96.800,M332,MODMAT,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,ALBERT70,CATALOG,NORTHUS,1
36784,815,9,1910,37.500,56,0.300,14,82,0.625,28,0,1700,58.800,41.200,2,0,2.500,0.500,40,35,100,T234,MASSEY,YES,YES,BENTON,UNCOATED,UNCOATED,XYLOL,YES,WOODHOE70,CATALOG,NORTHUS,1
47104,813,5,1911,50,56,0.333,14.600,74,0.750,,7.500,1400,53.800,38.700,0,4,2.400,0.800,40,40,96.800,M39,MODMAT,YES,YES,BENTON,UNCOATED,UNCOATED,XYLOL,YES,MOTTER70,CATALOG,NORTHUS,1
47104,813,1,1911,57.500,56,0.500,13.800,73,0.750,,4.400,1400,52.700,42.900,0,0,2,0.500,40,40,96.800,F450,MODMAT,YES,YES,BENTON,UNCOATED,UNCOATED,XYLOL,YES,MOTTER70,CATALOG,NORTHUS,1
34583,827,2,1911,45,55,0.200,14,73,0.750,30,0,2100,61.100,38.900,0,0,2.500,0.800,33,40,96.800,X281,AMES,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,CANADIAN,0
34714,824,9,1911,30,56,0.200,14.700,87,0.875,20,0,2150,58.800,41.200,12,0,1.500,0.600,30,40,96.800,X346,HILLS,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,CANADIAN,1
34714,824,2,1910,40,56,0.333,15.300,86,0.812,32,0,2150,58.800,41.200,12,0,2.200,0.800,30,35,100,X235,HILLS,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,CANADIAN,1
47104,813,10,1911,55,56,0.400,15,87,0.750,,0,1250,62.500,37.500,0,0,2.500,1,40,40,96.800,B125,MODMAT,YES,YES,BENTON,COATED,COATED,LINE,YES,MOTTER70,CATALOG,NORTHUS,1
47104,813,9,1911,55,56,0.400,15,93,0.750,,0,1250,62.500,37.500,0,0,2.500,1,40,40,96.800,T280,MODMAT,YES,YES,BENTON,COATED,COATED,LINE,YES,MOTTER70,CATALOG,NORTHUS,1
36644,816,2,1911,60,56,0.300,16,87,0.625,26,10.500,1450,50.500,39,3,0,3,1.300,40,40,93.750,T8,REI,YES,YES,BENTON,UNCOATED,UNCOATED,XYLOL,NO,WOODHOE70,CATALOG,NORTHUS,0
36644,802,2,1910,60,53,0.300,18,103,0.625,50,22.100,1600,41,36.900,0,0,3,0.700,40,35,105.200,F257,REI,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,ALBERT70,CATALOG,NORTHUS,1
36644,802,7,1910,57.500,53,0.367,14.500,70,0.625,58,20.200,1600,42,37.800,3,0,3,1,40,35,105.200,F261,REI,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,ALBERT70,CATALOG,NORTHUS,1
35683,802,7,1911,62.500,61,0.300,14,85,0.750,50,3.500,1660,56.800,39.700,2,0,3,1,32,40,93.750,F264,USCAV,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,ALBERT70,CATALOG,NORTHUS,1
35683,802,2,1910,65,61,0.367,14.800,80,0.375,45,19.500,1660,42.400,38.100,0,0,3,1,32,35,105.200,F294,USCAV,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,ALBERT70,CATALOG,NORTHUS,1
34685,828,2,1911,50,61,0.267,14.200,88,1,29,0,2350,52.600,47.400,,0,2.500,1.100,30,40,93.750,X232,ECKERDS,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,CANADIAN,1
34685,828,10,1910,50,61,0.333,13,72,1,41,0,2350,58.800,41.200,,0,2,1,30,35,105.200,X750,ECKERDS,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,CANADIAN,1
34894,821,2,1910,45,61,0.400,14,78,0.750,20,25.600,2100,42.700,31.700,0,0,2.500,0.800,30,35,105.200,X351,ROSES,NO,YES,BENTON,COATED,COATED,LINE,NO,MOTTER94,TABLOID,CANADIAN,1
34894,821,7,1910,50,61,0.333,13.100,70,0.750,25,21.700,2100,41.700,36.600,5,0,2.500,0.800,30,35,105.200,X25,ROSES,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,CANADIAN,1
34547,827,2,1910,32.500,54,0.267,15.500,78,1,25,0,1900,58.800,41.200,10,0,2.500,0.500,30,35,93.300,O7,TARGET,NO,YES,BENTON,COATED,COATED,LINE,,MOTTER94,SPIEGEL,CANADIAN,1
34547,827,9,1910,32.500,54,0.500,15.500,78,1,25,0,1900,58.800,41.200,10,0,1.400,0.800,30,35,103.200,O15,TARGET,NO,YES,BENTON,COATED,COATED,LINE,,MOTTER94,SPIEGEL,CANADIAN,1
36066,827,9,1911,40,54,0.200,15,72,0.750,35,0,2500,58.500,41.500,0,0,2.100,1.100,30,40,100,X753,WARDS,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,CANADIAN,1
36066,827,2,1911,40,54,0.367,15,78,0.750,20,0,2500,61.100,38.900,0,0,2.500,0.700,30,40,100,X823,WARDS,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,CANADIAN,1
36066,824,9,1910,45,54,0.200,15,80,0.812,20,0,2000,58.800,41.200,0,0,1.500,0.600,33,35,111.100,X60,WARDS,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,CANADIAN,1
34493,816,9,1910,,51,0.167,16,75,0.500,30,0,1800,58.800,41.200,0,0,2.100,1,30,35,100,J40,WALMART,,YES,BENTON,COATED,UNCOATED,LINE,NO,WOODHOE70,TABLOID,,0
34896,828,2,1910,40,54,0.400,15.200,88,0.875,,5.900,2300,49.500,44.600,8,0,2.500,1,33,35,111.100,X153,ROSES,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,NORTHUS,1
34896,828,9,1910,40,54,0.333,14.700,90,0.875,,0,2300,52.600,47.400,4,0,3,1.100,33,35,111.100,X272,ROSES,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,NORTHUS,1
23050,816,2,1910,57.500,54,0.367,16.200,79,0.500,23,19,1500,47.600,33.400,5,0,3,1,32,35,93.300,F131,DOWNS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,WOODHOE70,CATALOG,NORTHUS,1
36644,802,2,1910,60,53,0.333,16.500,88,0.750,55,22.100,1550,41,36.900,0,0,3,0.800,40,35,105.100,F76,REI,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,ALBERT70,CATALOG,NORTHUS,1
23050,816,9,1910,55,54,0.300,15.800,79,0.500,30,12.400,1500,51.500,36.100,0,0,3,0.500,32,35,93.300,F383,DOWNS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,WOODHOE70,CATALOG,NORTHUS,1
36644,802,7,1910,60,53,0.300,14.700,70,0.750,50,20.200,1550,42,37.800,3,0,3,1,40,35,111.100,F374,REI,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,ALBERT70,CATALOG,NORTHUS,1
36882,816,2,1910,45,53,0.300,15.200,78,1,,13.300,2150,51,35.700,2,0,2.500,1.100,30,35,111.100,J15,WARDS,NO,YES,BENTON,COATED,COATED,LINE,YES,WOODHOE70,TABLOID,CANADIAN,1
36882,816,9,1910,35,53,0.267,14.700,80,1,,5.500,2150,55.600,38.900,0,0,2.500,0.400,30,35,111.100,J38,WARDS,NO,YES,BENTON,COATED,COATED,LINE,YES,WOODHOE70,TABLOID,CANADIAN,1
34483,816,2,1910,35,55,0.500,15,70,0.500,32,0,1950,58.800,41.200,0,0,2.500,1.300,30,35,100,J60,WALMART,NO,YES,BENTON,COATED,UNCOATED,LINE,YES,WOODHOE70,TABLOID,,0
34493,816,2,1910,35,55,0.233,15,70,0.500,35,0,2000,58.800,41.200,0,0,2.500,1.500,30,35,100,J60,WALMART,NO,YES,BENTON,COATED,COATED,LINE,NO,WOODHOE70,TABLOID,,0
34493,816,9,1910,,54,0.333,17,94,0.250,26,0,1900,56.800,43.200,0,0,2.500,0.900,30,35,100,J40,WALMART,,YES,BENTON,COATED,UNCOATED,LINE,NO,WOODHOE70,TABLOID,NORTHUS,1
34493,816,2,1911,,54,0.200,14,80,0.312,34,3.400,1900,56.800,39.800,0,0,2.500,1.300,30,40,106.700,J45,WALMART,NO,YES,BENTON,COATED,UNCOATED,LINE,NO,WOODHOE70,TABLOID,NORTHUS,1
34585,828,2,1910,30,50,0.200,15.600,84,1,,0,2400,58.800,41.200,4,0,2.500,0.900,33,35,96.800,X315,AMES,NO,YES,,COATED,COATED,LINE,YES,MOTTER94,TABLOID,CANADIAN,1
34585,828,9,1910,30,50,0.333,15.800,92,1,,0,2400,58.500,41.200,2,0,3,1.400,33,35,96.800,X766,AMES,NO,YES,,COATED,COATED,LINE,YES,MOTTER94,TABLOID,CANADIAN,1
36776,802,7,1910,45,50,0.200,14.500,70,0.750,42,5.300,1700,52.600,42.100,0,0,3,0.800,40,45,100,W717,SHEPLERS,YES,YES,BENTON,UNCOATED,UNCOATED,XYLOL,YES,ALBERT70,CATALOG,NORTHUS,1
36776,802,2,1910,40,50,0.267,13.500,75,0.750,45,0,1700,58.800,41.200,0,0,3,0.600,40,35,100,W516,SHEPLERS,YES,YES,BENTON,UNCOATED,UNCOATED,XYLOL,YES,ALBERT70,SPIEGEL,NORTHUS,1
25433,821,7,1910,50,50,0.200,16.200,75,0.750,25,3.300,1850,54.900,41.800,2,0,2.700,0.900,40,35,100,X35,TVGUIDE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,MOTTER94,TABLOID,NORTHUS,1
38016,802,7,1910,45,54,0.333,14.800,70,0.750,50,13,1420,54.300,32.600,0,0,3,0.900,28,35,106.900,F633,DUNNS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,ALBERT70,CATALOG,MIDEUROPEAN,1
38016,802,2,1910,45,54,0.233,14.300,67,0.750,45,12.300,1420,51.500,36.100,0,0,3,0.600,28,35,106.900,M200,DUNNS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,ALBERT70,CATALOG,MIDEUROPEAN,1
34549,815,2,1911,45,54,0.267,14,90,0.750,30,0,2000,58.800,41.200,0,0,3,1,33,40,103.300,R15,TARGET,NO,YES,BENTON,COATED,COATED,LINE,NO,WOODHOE70,SPIEGEL,CANADIAN,1
34175,821,7,1910,30,54,0.233,15.800,68,0.750,25,6.400,2000,53.200,40.400,4,0,2.300,0.800,35,35,106.900,X65,MERVYNS,NO,YES,BENTON,COATED,COATED,LINE,NO,MOTTER94,TABLOID,,1
34493,824,9,1910,30,54,0.500,13.600,70,0.812,30,0,2000,58.800,41.200,0,0,2.300,0.900,30,35,100,X333,WALMART,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,,1
34175,821,2,1910,30,54,0.333,16.800,71,0.750,25,18,2000,45,36.900,0,0,2.500,0.900,35,35,106.900,X282,MERVYNS,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,,1
34493,824,2,1910,30,54,0.167,14.600,70,0.812,30,0,2000,58.800,41.200,0,0,1.500,0.600,30,35,106.900,X184,WALMART,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,,1
34549,816,9,1910,45,54,0.167,18,90,0.500,26,8.300,1875,52.100,39.600,0,0,3,1,33,35,106.900,R22,TARGET,NO,YES,BENTON,COATED,COATED,LINE,YES,WOODHOE70,SPIEGEL,CANADIAN,1
34549,815,9,1910,45,54,0.367,15,100,0.750,33,2.300,2000,56.800,40.900,0,0,2.750,0.900,33,35,106.900,R23,TARGET,NO,YES,BENTON,COATED,COATED,LINE,YES,WOODHOE70,SPIEGEL,CANADIAN,1
38016,813,1,1910,45,56,0.300,15.500,78,0.750,,11.100,1350,55.500,33.300,0,0,2.200,0.900,28,35,100,F236,DUNNS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,MOTTER70,CATALOG,,1
38016,813,5,1911,45,56,0.233,16,64,0.750,,11.100,1350,55.500,33.300,0,0,2.500,0.500,28,40,103.300,F38,DUNNS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,MOTTER70,CATALOG,,1
34154,828,2,1910,45,56,0.333,14.900,85,1,30,17.300,1600,48.100,34.600,0,0,2.800,1,40,35,100,X91,LAZARUS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,MOTTER94,TABLOID,,1
34154,828,10,1910,30,56,0.367,14.700,83,1,30,10.800,1600,53.800,35.500,0,6,2.600,1.200,40,35,100,X132,LAZARUS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,MOTTER94,TABLOID,CANADIAN,1
34585,828,2,1910,57.500,57,0.367,15.300,84,1,30,19,2400,47.600,33.300,0,0,3,1,33,40,93.750,X377,AMES,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,CANADIAN,1
34585,828,10,1910,57.500,57,,14.200,78,1,30,10.500,2400,52.600,36.800,0,0,2.500,1,33,40,93.750,X129,AMES,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,CANADIAN,1
38061,815,1,1911,47.500,49,0.367,15,84,0.750,28,2.200,1600,54.300,43.500,0,0,3,0.900,34,30,108.100,T204,GALLS,YES,YES,BENTON,UNCOATED,UNCOATED,XYLOL,,WOODHOE70,SPIEGEL,NORTHUS,0
25437,821,7,1911,57.500,51,0.333,15.200,70,0.625,25,11.100,1850,50.500,38.400,3,0,2.500,0.800,34,30,100,X197,TVGUIDE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,MOTTER94,TABLOID,NORTHUS,1
25437,821,2,1911,57.500,51,0.267,15.600,81,0.750,25,9.800,1850,49,41.200,0,0,2.700,0.600,34,30,100,X138,TVGUIDE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,MOTTER94,TABLOID,NORTHUS,1
38013,824,2,1910,40,55,0.533,15.400,80,0.812,30,10.200,2400,51,38.800,0,0,1.700,0.700,30,45,93.750,X727,AMES,NO,YES,BENTON,UNCOATED,COATED,LINE,YES,MOTTER94,TABLOID,,1
38013,824,9,1910,45,55,0.300,16.100,82,0.750,30,0,2400,58.800,41.200,0,0,2,0.800,30,45,93.750,X60,AMES,NO,YES,BENTON,UNCOATED,COATED,LINE,YES,MOTTER94,TABLOID,,1
34399,813,1,1911,40,54,0.300,15,70,,,10,,50,40,0,0,2.500,0.800,60,30,100,F192,COMPETITIVEDGE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,MOTTER70,CATALOG,NORTHUS,1
34399,813,5,1910,42.500,54,0.300,15,70,,,13.400,1500,48.100,38.500,2,0,2.500,1,60,45,93.750,M254,COMPETITIVEDGE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,MOTTER70,CATALOG,NORTHUS,1
34066,802,7,1910,52.500,55,0.333,14,70,0.625,55,7.900,1600,57.500,34.440,4,0,3,0.800,40,45,93.750,I353,AUSTADS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,ALBERT70,CATALOG,CANADIAN,1
34066,802,2,1910,52.500,55,0.433,14,80,,55,9.900,1600,49.500,40.600,0,0,3,0.500,40,45,93.750,I346,AUSTADS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,ALBERT70,CATALOG,CANADIAN,1
34551,815,1,1910,35,72,0.367,15.200,72,1,36,0,2200,65.200,34.800,0,0,2.500,1,30,40,93.600,R6,TARGET,NO,YES,BENTON,COATED,COATED,LINE,YES,WOODHOE70,SPIEGEL,CANADIAN,0
34551,815,1,1910,35,56,0.267,15,70,1,33,0,2350,65.200,34.800,0,0,2.500,1,30,40,93.750,R6,TARGET,NO,YES,BENTON,COATED,COATED,LINE,NO,WOODHOE70,SPIEGEL,CANADIAN,0
34749,816,2,,,46,,16,72,0.500,32,0,1673,58.800,41.200,0,0,2.500,1.500,30,,,G657,COLORTILE,NO,YES,BENTON,COATED,COATED,LINE,NO,WOODHOE70,TABLOID,CANADIAN,0
34551,815,1,1910,40,60,0.200,15.500,73,0.750,28,0,1850,65.200,34.800,0,0,2.800,1,30,40,100,R7,TARGET,NO,YES,BENTON,COATED,COATED,LINE,NO,WOODHOE70,SPIEGEL,CANADIAN,0
47103,802,7,1911,60,50,0.233,14.500,70,0.750,45,15.600,1650,45.800,38.500,2,0,2.500,1,40,40,100,F126,MODMAT,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,ALBERT70,CATALOG,NORTHUS,1
47105,816,2,1910,60,50,0.267,14.900,88,0.375,32,10.300,1700,51.500,38.100,5,0,3,1.300,40,40,103.300,F159,MODMAT,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,WOODHOE70,CATALOG,NORTHUS,1
47103,802,2,1910,60,50,0.300,14.500,60,0.750,40,19,1650,47.600,33.300,0,0,2.500,1,40,40,103.300,F337,MODMAT,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,ALBERT70,CATALOG,NORTHUS,1
47105,816,9,1910,65,50,0.267,15,86,0.250,28,10.500,1700,52.600,36.800,2,0,2.500,0.600,40,40,103.300,F679,MODMAT,YES,YES,UDDEHOLM,UNCOATED,UNCOATED,LINE,NO,WOODHOE70,CATALOG,NORTHUS,1
47105,813,5,1911,55,47,0.367,13,70,,,14.100,1600,50.500,35.300,0,0,2.500,0.500,40,35,106.250,M103,MODMAT,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,MOTTER70,CATALOG,NORTHUS,1
47105,813,1,1911,65,47,0.367,12,68,,,0,1600,58.800,41.200,0,0,2.800,0.800,40,35,106.250,M309,MODMAT,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,MOTTER70,CATALOG,NORTHUS,1
47105,813,10,1911,55,47,0.233,15.500,74,,,0,1600,62.500,37.500,0,0,2.500,1,40,35,106.250,T284,MODMAT,YES,YES,BENTON,COATED,COATED,LINE,YES,MOTTER70,CATALOG,NORTHUS,1
47105,813,9,1910,55,47,0.200,14,71,,,0,1600,62.500,37.500,0,0,2.500,0.700,40,40,90.300,T333,MODMAT,YES,YES,BENTON,COATED,COATED,LINE,YES,MOTTER70,CATALOG,NORTHUS,1
47105,816,9,1910,65,60,0.267,14.500,80,0.250,38,15.800,1900,49.500,34.600,0,0,2.900,0.700,40,40,103.300,F679,MODMAT,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,WOODHOE70,CATALOG,NORTHUS,1
47105,816,2,1910,60,60,0.267,14,76,0.375,30,10.300,1900,51.500,38.100,5,0,2.600,1.100,40,40,103.300,F159,MODMAT,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,WOODHOE70,CATALOG,NORTHUS,1
34551,815,1,1910,40,49,0.267,14,82,0.625,30,0,2150,65.200,34.800,1,0,2.500,0.900,30,40,93.750,R6,TARGET,NO,YES,BENTON,COATED,COATED,LINE,NO,WOODHOE70,SPIEGEL,CANADIAN,0
36197,815,1,1910,55,50,0.133,14,80,0.625,32,8,2000,60,32,0,0,2.500,0.900,35,40,93.550,G55,KMART,NO,YES,BENTON,UNCOATED,COATED,LINE,NO,WOODHOE70,TABLOID,NORTHUS,0
36197,815,1,1910,55,48,0.367,14.500,76,0.500,30,8,2000,60,32,0,0,2.500,1,35,40,93.550,G55,KMART,NO,YES,BENTON,UNCOATED,COATED,LINE,YES,WOODHOE70,TABLOID,NORTHUS,0
25441,821,7,1910,55,50,0.267,17,89,1,22,10.400,1650,52.100,37.500,0.750,0,2.500,1.100,34,40,93.550,X753,TVGUIDE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,MOTTER94,TABLOID,NORTHUS,0
36197,816,2,1911,55,50,0.200,17,78,0.250,32,9.700,1900,52.200,38.100,0,0,3,0.900,35,40,96.970,G150,KMART,NO,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,WOODHOE70,TABLOID,MIDEUROPEAN,0
34754,824,2,1910,42.500,48,0.200,16,70,0.812,35,0,2050,66.700,33.300,2,0,1.700,1,30,40,93.550,X271,TOYSRUS,NO,NO,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,CANADIAN,1
34754,824,9,1910,42.500,48,0.200,15,76,0.875,30,3.600,2050,60.200,36.200,0,0,2.500,1,30,40,93.550,X251,TOYSRUS,NO,NO,BENTON,COATED,COATED,LINE,NO,MOTTER94,TABLOID,CANADIAN,1
36578,827,9,1911,35,48,0.233,14.500,76,0.750,20,0,2225,62.500,37.500,4,0,2.700,1.200,33,40,106.250,X326,WALMART,NO,YES,BENTON,COATED,COATED,LINE,NO,MOTTER94,TABLOID,MIDEUROPEAN,1
36578,827,2,1911,35,48,0.300,14.500,74,0.750,20,0,2225,62.500,37.500,4,0,2,1.200,33,40,106.250,X206,WALMART,NO,YES,BENTON,COATED,COATED,LINE,NO,MOTTER94,TABLOID,MIDEUROPEAN,1
34551,815,9,1910,30,48,0.233,15,88,0.750,35,7.700,,57.700,34.600,0,0,2.800,0.800,30,40,100,R9,TARGET,NO,YES,BENTON,COATED,COATED,LINE,YES,WOODHOE70,SPIEGEL,CANADIAN,1
25440,821,2,1911,47.500,49,0.433,14.500,88,0.625,25,34.500,2000,43.500,22,0,0,2.500,0.700,40,40,96.970,X820,TVGUIDE,YES,YES,,UNCOATED,UNCOATED,LINE,NO,MOTTER94,TABLOID,NORTHUS,1
47105,813,1,1911,60,48,0.367,14,76,1,,5.600,1600,55.600,38.800,0,0,2.500,0.700,40,40,96.970,F337,MODMAT,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,MOTTER70,CATALOG,NORTHUS,1
47105,813,5,1911,60,48,0.400,16,72,1,,15.200,1600,44.600,40.200,0,4,2.100,0.700,40,40,96.970,F126,MODMAT,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,MOTTER70,CATALOG,NORTHUS,1
36197,816,9,1911,47.500,52,0.300,15.200,76,0.750,30,17.500,1700,48.700,33.800,0,0,2.500,0.800,35,40,114.300,G71,KMART,NO,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,WOODHOE70,TABLOID,NORTHUS,0
38059,802,7,1911,42.500,52,0.333,16.800,80,0.625,40,0,1700,54.300,45.700,3,0,3,1,34,40,107.400,M74,CASLIVING,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,ALBERT70,CATALOG,NORTHUS,1
36197,815,9,1911,47.500,53,0.300,15,72,0.750,25,22,1500,45.900,32.100,0,0,2.500,0.800,35,40,114.300,G67,KMART,NO,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,WOODHOE70,TABLOID,MIDEUROPEAN,0
36197,815,2,1911,47.500,58,0.333,14,85,0.750,28,16.500,1800,48.500,35,0,0,2.500,0.500,35,40,114.300,G84,KMART,NO,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,WOODHOE70,TABLOID,MIDEUROPEAN,0
36197,816,2,1910,55,48,0.233,18,76,0.250,24,10,1600,60,30,0,0,3,0.900,35,40,93.550,G150,KMART,NO,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,WOODHOE70,TABLOID,MIDEUROPEAN,0
38218,821,7,1911,30,52,0.333,16.500,80,0.625,40,0,1800,58.100,41.900,1,0,2.500,0.400,35,40,107.400,X828,BRENDLS,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,CANADIAN,0
38059,802,2,1910,42.500,52,0.233,18,70,0.625,45,0,1700,58.800,41.200,0,0,3,0.700,34,40,103.125,M65,CASLIVING,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,ALBERT70,CATALOG,NORTHUS,1
25443,821,7,1911,47.500,54,0.300,14,65,0.625,25,16.100,1500,44.600,39.300,4,0,2.500,1,34,40,114.290,X367,TVGUIDE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,MOTTER94,TABLOID,NORTHUS,0
38240,802,7,1911,60,46,0.333,,80,0.625,50,12.400,1391,51.500,36.100,2,0,2.700,1,38.500,40,114.290,T178,SERVMERCH,YES,YES,BENTON,UNCOATED,UNCOATED,XYLOL,YES,ALBERT70,CATALOG,MIDEUROPEAN,1
