"id","a39","a38","a37","a36","a35","a34","a33","a32","a31","a30","a29","a28","a27","a26","a25","a24","a23","a22","a21","a20","a19","a18","a16","a15","a14","a13","a12","a11","a10","a9","a8","a7","a6","a5","a4","a3","a2","a1","a17","label","degree","betweenness","clustering.coefficient","bonacich","label"
164,"100","106.45","40","34","1","2.5","0","4","39.8","56.8","1700","3.4","32","0.75","78","16.3","0.3","65","45","1910","NorthUS","CATALOG","816","WoodHoe70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","37938","MASSEY","I343","19910626",4,1,7536,0,0.999611300889189,-513417,0.587780295334569
165,"100","103.125","40","40","1","2.5","0","3","40","60","1742","0","32","0.75","88","14","0.3","68","40","1910","NorthUS","SPIEGEL","816","WoodHoe70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","35528","SHEPLERS","R2","19910622",1,1,8058,24.2483599837737,0.998396596843571,826010,0.616198985360205
166,"100","106.45","40","30","0.8","1.3","0","0","40.2","57.5","1900","2.3","30","0.5625","82","16.5","0.2","64","40","1910","CANADIAN","TABLOID","824","Motter94","YES","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","37199","WARDS","X760","19910619",4,1,8003,0,0.999123237707793,-1602618,0.588834131263971
167,"100","106.45","40","38","1","2.5","0","4","37.5","62.5","1500","0","30","0.625","79","16.2","0.267","65","40","1910","NorthUS","CATALOG","815","WoodHoe70","YES","LINE","NO","COVER","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","37003","CHILDCRAFT","I383","19910618",1,1,7927,24.2483599837737,0.998408014879748,1336195,0.621343093630446
168,"100","100","40","34","1","2.5","0","0","33.3","55.6","1530","11.1","?","1","87","16","0.233","66","50","1910","NorthUS","CATALOG","813","Motter70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","37990","HANOVERHOUSE","T176","19910617",1,1,7996,24.2483599837737,0.998376275336184,-1058568,0.619746038125005
169,"100","106.89","40","35","1","2.5","0","0","36.7","63.3","1900","0","35","1","94","14.5","0.4","62","35","1911","NorthUS","TABLOID","815","WoodHoe70","YES","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","37365","KMART","Y255","19910609",4,1,8131,0,0.999606307057135,530988,0.565714179242801
170,"100","110","40","30","0.7","2.5","0","0","37.5","62.5","2250","0","40","0.8125","80","16","?","62","40","1910","CANADIAN","TABLOID","824","Motter94","NO","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","35460","ECKERD","X253","19910609",1,1,8215,0,0.998434015336893,3291,0.608407264835733
171,"100","103.33","40","35","1","2.5","0","0","40.2","54.3","2000","5.4","20","1","76","15","0.4","58","42.5","1910","NorthUS","TABLOID","827","Motter94","YES","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","37365","KMART","AA11","19910607",4,1,8230,0,0.999144710394016,194379,0.579290101738743
172,"100","106.45","40","40","1","3","0","0","37.5","62.5","1300","0","?","1","64","18","0.233","64","50","1910","NorthUS","CATALOG","813","Motter70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","YES","47204","MODMAT","M362","19910707",4,1,7970,0,0.999606765594443,270685,0.571553039029588
173,"100","106.45","40","40","1","2.5","0","0","41.1","58.8","1300","0","?","0.75","86","16","0.2","64","50","1910","?","CATALOG","813","Motter70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","YES","47204","MODMAT","F26","19910707",4,1,8320,0,0.998851247497855,-276123,0.58721365014323
174,"100","106.45","40","34","1","2.5","0","0","37.8","62.2","?","0","?","0.25","85","14.5","0.2","66","60","1910","CANADIAN","CATALOG","816","WoodHoe70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","37938","MASSEY","I820","19910629",1,1,8159,24.2483599837737,0.998405530526064,149899,0.61153444132987
175,"100","106.45","40","30","1.3","2","0","2","40","55.5","1835","4.4","24","0.5625","88","15.4","0.233","64","40","1910","CANADIAN","TABLOID","824","Motter94","NO","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","37505","WARDS","X367","19910706",4,0,7299,3.90359164894498,0.999193022283351,810588,0.728443466390442
176,"100","106.45","40","30","0.7","2","0","3","35.7","59.5","1835","4.8","23","0.8125","76","16","0.2","64","40","1910","CANADIAN","TABLOID","824","Motter94","NO","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","37505","WARDS","X793","19910706",1,0,7558,175.580795243828,0.998417678794196,-1624631,0.702301913806946
177,"100","96.7","33","40","0.3","2.6","0","5","38","41.3","1800","20.7","27","0.5","84","16.4","0.3","63","47.5","1910","NorthUS","CATALOG","816","WoodHoe70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47103","MODMAT","F679","19900514",4,1,6756,0.33735157270784,0.999603084037032,13865,0.620094955361147
178,"100","103.3","33","40","0.6","3.0","0","0","38","41.3","1500","20.7","24","0.25","84","14.5","0.3","50","50","1910","NorthUS","CATALOG","816","WoodHoe70","YES","XYLOL","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47103","MODMAT","F242","19900509",4,1,6710,0,0.999597587746686,-37469,0.622339445103155
179,"100","100","33","40","0.6","2.7","0","0","34","47.2","1700","18.9","?","1.0","80","13","0.233","48","50","1910","NorthUS","CATALOG","813","Motter70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47103","MODMAT","M260","19900511",1,1,7288,120.335194390028,0.998329528398526,1499371,0.652269254672007
180,"100","96.7","40","50","1.0","2.5","0","0","34.7","49.5","900","15.8","22","0.875","82","16","0.5","54","52","1911","NorthUS","CATALOG","815","WoodHoe70","YES","XYLOL","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","34402","AUSTADS","I331","19900518",4,1,6890,0,0.999579181227753,-2216390,0.61538770748234
181,"100","96.9","33","33","1.8","3.1","0","5","38.3","61.7","1530","0","20","0.75","79","14","0.233","41","40","1910","CANADIAN","SPIEGEL","827","Motter94","NO","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34545","TARGET","O21","19900414",1,0,7097,342.91527011218,0.998486192134171,842154,0.684888580059881
182,"100","100","35","30","1","2.5","0","0","41.2","58.8","2220","0","30","0.75","76","15","0.233","42","45","1910","CANADIAN","TABLOID","815","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","36053","WARDS","J68","19900418",4,0,8591,49.6961800943944,0.999579699599013,571192,0.846541763144374
183,"100","100","35","30","1","2.5","0","0","45.7","54.3","2220","0","28","0.625","84","16","0.233","42","45","1910","CANADIAN","TABLOID","815","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","36053","WARDS","J42","19900418",1,0,8361,552.721943361064,0.998521779201431,-1247655,0.766865213629646
184,"100","103.3","40","45","0.4","1","0","0","39.8","56.8","1600","3.4","60","0.625","70","15","0.267","54","55","1911","NorthUS","CATALOG","802","Albert70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","36859","NATLWILDLIFE","F331","19900606",3,0,7274,0,0.999596276424438,2002038,0.751955181646591
185,"100","103.3","40","45","0.5","3","0","0","37.5","62.5","1600","0","55","0.625","80","15.5","0.267","54","57.5","1911","NorthUS","CATALOG","802","Albert70","NO","LINE","NO","COVER","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","36859","NATLWILDLIFE","F571","19900606",1,0,7379,170.842647886536,0.998351889142356,-4800895,0.688829476488392
186,"100","103.3","33","40","0.6","2.5","0","0","40.7","58.1","1700","1.2","?","1","89","15.59","0.233","54","40","1910","NorthUS","CATALOG","813","Motter70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","47103","MODMAT","M93","19900507",4,0,7513,91.5148276462583,0.99970393996201,4465892,0.777346335921079
187,"100","100.0","33","30","1.0","2.5","0","0","45.2","53.8","1900","1.1","25","0.625","92","16","0.3","38","40","1910","NorthUS","TABLOID","815","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34683","ECKERD","G467","19900409",1,0,7863,275.136658681087,0.998441952261474,-2205935,0.723513262379676
188,"100","96.9","40","35","0","0","0","0","34.8","65.2","2000","0","33","0.625","75","14","0.3","60","50","1911","CANADIAN","CATALOG","815","WoodHoe70","YES","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","36648","JAMESWAY","F227","19900524",1,1,7828,24.2483599837737,0.998433149447822,3995832,0.624553966095007
189,"100","96.9","33","38","0.2","2.5","0","0","35","50","1650","15","38","0.375","72","16","0.2","49","45","1910","NorthUS","TABLOID","816","WoodHoe70","YES","XYLOL","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","34664","BURDINES","G496","19900425",4,1,6925,2.47880414741787,0.999613577234133,-2577784,0.612384154109323
190,"100","100","35","40","1","2.5","4","0","37.9","52.6","1500","9.5","?","1","94","15","0.367","43","60","1910","NorthUS","CATALOG","813","Motter70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","36858","EXXON","F329","19900418",2,1,6924,10.1788719978037,0.999599805066339,-2583190,0.61287934966569
191,"100","100","33","40","1","2.5","0","2","38.1","44.2","1900","17.7","30","0.5","74","18","0.333","41","47.5","1911","NorthUS","TABLOID","821","Motter94","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","25416","TVGUIDE","X203","19900409",3,1,7092,66.2332668198997,0.999128291577294,5370750,0.625203585094956
192,"100","100","33","40","1","3","0","0","35.1","53.2","1600","11.7","55","0.75","98","14.3","0.267","52","47.5","1910","NorthUS","CATALOG","802","Albert70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","36858","EXXON","T313","19900417",1,1,7480,24.2483599837737,0.998360005159088,-2845486,0.643638089025963
193,"100","103.3","40","30","0.4","2.5","0","0","34.8","54.3","2400","10.9","20","1","80","14.5","0.3","54","37.5","1911","CANADIAN","SPIEGEL","816","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34546","TARGET","R4","19900606",4,0,7778,0,0.999570004304745,-1480773,0.783597941450954
194,"100","100","40","30","0.5","2.5","0","0","36.8","52.6","2400","10.5","32","?","82","14.6","0.267","54","52.5","1911","CANADIAN","SPIEGEL","816","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34546","TARGET","R15","19900606",1,0,7875,170.842647886536,0.998414465353241,5566813,0.720036277578638
195,"100","96.6","33","30","2.3","2","0","0","40.2","59.8","2300","0","25","0.75","75","15","0.3","55","45","1910","CANADIAN","TABLOID","827","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","36054","WARDS","X400","19900517",1,0,7940,284.188842365509,0.998419734277957,-6699037,0.726961656126442
196,"100","100","33","32","1.5","1.5","0","0","40.7","59.3","1720","0","35","1","82","15","0.3","48","40","1910","CANADIAN","TABLOID","827","Motter94","NO","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","34545","TARGET","O6","19900426",4,0,7592,496.065571519026,0.999264597264213,5216938,0.764183739481018
197,"100","103.2","33","33","3","2.5","0","0","38.3","61.7","1720","0","30","1","75","15","0.333","48","40","1910","CANADIAN","TABLOID","827","Motter94","NO","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","34545","TARGET","O14","19900426",1,0,7935,316.383616042961,0.998429727622274,-10336338,0.728065882628907
198,"100","100","33","40","1","2.5","0","0","40.7","54.9","1700","4.4","60","0.75","80","14","0.2","52","50","1910","NorthUS","CATALOG","802","Albert70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47103","MODMAT","T244","19900505",3,1,7523,0,0.999600975382508,9155739,0.58869313945764
199,"100","100","33","40","0.6","2.0","0","0","34","47.2","1700","18.9","?","1","79","13.23","0.233","54","55","1910","NorthUS","CATALOG","813","Motter70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47103","MODMAT","M260","19900507",1,0,7353,1045.23842839425,0.998330347929707,-11164821,0.706172986713512
200,"100","96.8","33","40","1","2.5","0","0","39.3","56.2","1700","4.5","?","1","87","14.42","0.267","54","40","1910","NorthUS","CATALOG","813","Motter70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","47103","MODMAT","T383","19900507",4,0,7659,93.9332901259252,0.999706411002632,19439702,0.787643509078252
201,"100","100","33","40","0.9","3","0","0","41.6","56.7","1900","2.2","50","0.75","82","14.5","0.2","54","72.5","1910","NorthUS","CATALOG","802","Albert70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47103","MODMAT","T78","19900507",1,0,7617,198.924196343522,0.998331288546784,-19833912,0.701265103139636
202,"100","103.3","30","40","0.9","2.5","0","0","41.1","55.5","1700","3.3","?","1","69","16.08","0.2","54","47.5","1910","NorthUS","CATALOG","813","Motter70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47103","MODMAT","M4","19900507",2,0,7265,66.648464021271,0.999781673458762,19714402,0.765321769071784
203,"100","100","33","40","0.5","3","0","1","39.8","44.2","1700","15.9","30","0.75","72","15","0.3","50","60","1910","NorthUS","CATALOG","816","WoodHoe70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47103","MODMAT","F672","19900510",1,1,7487,24.2483599837737,0.998353113237961,-9508706,0.643637004203892
204,"100","100","33","30","1.2","2.5","0","5","41.2","58.8","1900","0","30","?","70","15.8","0.333","48","50","1910","CANADIAN","TABLOID","824","Motter94","YES","LINE","YES","COATED","COATED","GALLATIN","BENTON","NO","KEY","NO","34752","TOYSRUS","X776","19900517",4,0,6966,104.705629376491,0.999166208201475,-150780,0.709939159562707
205,"100","100","33","30","1","1.5","0","10","42.6","57.4","1900","0","30","0.8125","68","15.5","0.233","48","50","1910","NorthUS","TABLOID","824","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","NO","KEY","NO","34752","TOYSRUS","X713","19900517",1,0,7375,258.905834586501,0.998493829498469,9755496,0.698376361747318
206,"100","100","33","30","1.2","2.5","0","0","41.2","58.8","1800","0","28","0.75","80","15","0.233","54","40","1910","CANADIAN","CATALOG","815","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","36928","HOMESHOPPING","M432","19900507",4,0,8314,14.692892819067,0.999572863792602,-21381905,0.823142478965038
207,"100","100","33","30","1.2","2.5","0","0","41.2","58.8","1800","0","28","0.75","88","15","0.3","54","40","1910","CANADIAN","CATALOG","815","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","36928","HOMESHOPPING","M257","19900507",1,0,8392,119.117060779421,0.998475712397362,64523314,0.754081771438034
208,"100","103.3","40","40","0.8","2.5","0","3","33.9","41.3","1850","24.8","20","?","80","14.1","0.333","54","40","1911","NorthUS","TABLOID","821","Motter94","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","25424","TVGUIDE","X138","19900606",3,0,7420,66.2332668198997,0.999124490225353,-69437591,0.733106590674009
209,"100","?","?","45","0.6","3","0","0","38.9","55.5","1650","5.6","52","0.625","100","17","?","65","50","?","NorthUS","CATALOG","802","Albert70","NO","LINE","NO","COVER","UNCOATED","GALLATIN","BENTON","YES","KeY","YES","36859","NTLWILDLIFE","F670","19900603",1,1,5809,278.837691817759,0.998362850046199,34398060,0.725703536265985
210,"100","100","35","38","1","2","0","0","41.2","58.8","1950","0","20","0.75","95","14.5","0.433","62","52.5","1910","NorthUS","TABLOID","821","Motter94","NO","LINE","NO","COVER","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","34093","HANOVERHOUSE","X787","19900617",3,1,7393,174.480696763491,0.999134617947149,391210,0.610076900466184
211,"100","100","35","45","1","3","0","0","44.5","55.5","1600","0","70","0.75","105","14.3","0.2","56","50","1910","NorthUS","CATALOG","802","Albert70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","36859","NATLWILDLIFE","F590","19900602",1,1,7508,24.2483599837737,0.998356978283152,-49177908,0.642478170944444
212,"100","96.7","40","35","1","2.5","0","0","38.2","56.2","?","5.6","?","?","84","15","0.333","62","47.5","1911","SCANDANAVIAN","CATALOG","813","Motter70","?","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","36649","JAMESWAY","F19","19900608",2,0,7032,108.595118096629,0.998852034882492,7446918,0.696020154905449
213,"100","96.9","40","35","1","2.5","0","0","38.2","56.2","?","5.6","?","?","80","15","?","62","47.5","1911","SCANDANAVIAN","CATALOG","813","Motter70","?","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","36649","JAMESWAY","F89","19900608",1,0,7342,61.2804993658064,0.998351164343304,-19932130,0.684404610928505
214,"100","90","35","30","1","2.5","0","10","37.5","62.5","2150","0","30","0.625","81","15.9","0.433","58","30","1910","CANADIAN","SPIEGEL","815","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34547","TARGET","R17","19900615",4,0,7568,97.2152316841875,0.999627798304716,7162749,0.776009552834931
215,"100","90","35","30","1","2.5","0","10","41.2","58.8","2150","0","30","0.625","78","16.3","0.333","58","30","1910","CANADIAN","SPIEGEL","815","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34547","TARGET","R29","19900615",1,0,7856,275.864818716947,0.998518254085646,-16938007,0.727691169377745
216,"100","103.3","35","30","0.6","1.5","0","0","41.2","58.8","2250","0","20","0.8125","70","16","0.3","51","30","1910","CANADIAN","TABLOID","824","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","36894","WARDS","X423","19900612",1,0,8015,521.6977990157,0.998458976779134,48814158,0.739897880240518
217,"100","103.3","35","30","0.5","1.2","0","3","38.2","42.7","2250","19.1","25","0.875","76","16","0.333","51","30","1910","CANADIAN","TABLOID","824","Motter94","YES","LINE","YES","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","36894","WARDS","X414","19900612",4,0,6607,63.8293556049716,0.99923473970541,-64546600,0.692967718822291
218,"100","100","35","30","1","2.25","0","6","41.2","58.8","2300","0","30","0.75","98","15","0.467","58","30","1910","CANADIAN","TABLOID","827","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","36057","WARDS","X84","19900615",4,0,7930,442.668801330116,0.999263612580226,75837613,0.785433027439937
219,"100","100","35","30","0.75","3","0","6","41.2","58.8","2300","0","30","0.75","96","15","0.467","58","30","1910","CANADIAN","TABLOID","827","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","36057","WARDS","X96","19900615",1,0,7952,343.780168069748,0.998483933339816,-194848305,0.733067041746327
220,"100","100","35","33","1.1","2.9","0","0","38.5","62.5","1800","0","38","0.75","90","16.3","0.433","54","52.5","1910","CANADIAN","TABLOID","815","WoodHoe70","NO","LINE","NO","UNCOATED","COATED","GALLATIN","BENTON","YES","KEY","YES","36024","CHILDWORLD","G407","19900606",4,0,7341,165.127799733205,0.99965995522998,298974430,0.764917888449761
221,"100","100","35","33","1","2","0","0","41.2","58.8","1800","0","38","0.75","82","15","0.233","54","55.5","1910","CANADIAN","TABLOID","815","WoodHoe70","NO","LINE","NO","UNCOATED","COATED","GALLATIN","BENTON","YES","KEY","YES","36024","CHILDWORLD","G150","19900606",1,0,7921,334.424033872934,0.998459931226062,-558870306,0.729505807153198
222,"100","?","?","40","0.8","2.5","0","0","34.8","43.5","1850","21.7","20","?","85","14.6","?","54","40","?","NorthUS","TABLOID","821","Motter94","YES","XYLOL","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KeY","YES","25424","TVGUIDE","X777","19900606",1,0,6518,493.988174246057,0.9984386959304,664194995,0.65636580489756
223,"100","93.5","35","28","1","2.5","0","0","34.7","49.5","1300","15.8","?","0.75","65","16","0.3","53","50","1910","mideuropean","CATALOG","813","Motter70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","34397","DOWNS","B6","19900614",1,0,7496,569.848549279882,0.998415015889515,-177273923,0.707881920966246
224,"100","100","35","28","0.7","2.5","0","0","37.1","51.5","1300","11.3","?","0.75","90","16.5","0.3","53","50","1910","mideuropean","CATALOG","813","Motter70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","34397","DOWNS","F85","19900614",2,0,7144,145.044522759072,0.999665986278016,317352429,0.752023611704386
225,"100","100","35","40","1.1","3","0","0","41.2","58.8","1300","0","49","0.625","92","13","0.367","59","50","1910","NorthUS","CATALOG","802","Albert70","YES","LINE","NO","COVER","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","36846","GLOBAL","I301","19900621",3,1,7238,0,0.99959684121101,-342980797,0.600186674805996
226,"100","100","35","34","0.9","2.9","0","0","37","50","1700","13","30","0.75","86","14","0.333","55","57.5","1910","NorthUS","CATALOG","815","WoodHoe70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","38025","CASUALLIVING","F135","19900622",4,0,7240,277.872993177958,0.999601839562949,200948273,0.757565399655743
227,"100","100","35","34","0.8","3","0","0","37.3","49","1700","13.7","28","0.75","86","13","0.3","55","55","1910","NorthUS","CATALOG","815","WoodHoe70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","38025","CASUALLIVING","T178","19900622",1,0,7369,418.304631787301,0.998417211457018,-315789413,0.697441406892955
228,"100","?","?","33","1","2.75","0","0","32.6","54.3","1750","13","30","?","80","15.5","?","60","?","?","CANADIAN","CATALOG","815","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KeY","?","36874","CAMPINGWORLD","F257","19900611",4,0,6346,55.4686258186258,0.999037827299812,-146441313,0.668787726527713
229,"100","?","?","33","1","2.5","0","0","35","50","1750","15","34","0.625","78","15","?","60","?","?","CANADIAN","CATALOG","815","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KeY","?","37874","CAMPINGWORLD","F170","19900611",1,0,6710,0,0.998347107438017,463659900,0.651231002406082
230,"100","100","35","40","1","2.5","0","0","41.2","58.8","1500","0","?","0.75","90","15","0.4","59","50","1910","NorthUS","CATALOG","813","Motter70","NO","LINE","NO","COVER","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","36911","CHILDCRAFT","F77","19900622",2,1,7488,1.23203983910172,0.999600851119706,343109907,0.590045527895713
231,"100","100","37","40","1","2.7","0","1","22.5","41.7","1950","35.8","30","1","80","15.6","0.233","49","55","1910","NorthUS","TABLOID","821","Motter94","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","25427","TVGUIDE","X95","19900626",3,1,7054,83.0053539108135,0.99914177724047,-466623672,0.625967447583813
232,"100","103.2","37","38","1","2.5","0","1","31.8","68.2","1350","0","30","0.625","82","13.5","0.333","49","65","1910","?","CATALOG","815","WoodHoe70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","34092","OLDVILLAGESHOP","M254","19900625",1,1,7397,0,0.998361166827147,309301014,0.647951190833952
233,"100","100","35","40","1","2.5","0","0","34.9","58.1","1200","7.0","40","0.75","100","14","0.4","65","65","1910","NorthUS","CATALOG","802","Albert70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","36846","GLOBALEQUP","I347","19900622",1,1,7500,24.2483599837737,0.998364378478664,-330598676,0.642501794249512
234,"100","93.75","42","30","0.6","1.2","0","0","41.2","58.8","2200","0","24","0.875","?","16","0.3","58","50","1911","CANADIAN","TABLOID","824","Motter94","?","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","36058","WARDS","X116","19900625",2,0,7134,2765.31955888429,0.998385916752386,142722250,0.738730447067882
235,"100","103.2","37","38","1","2.5","0","1","42.5","57.5","1800","0","32","0.625","74","15","0.4","58","65","1910","?","CATALOG","815","WoodHoe70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","34092","OLDVILLAGESHOP","M45","19900625",4,1,7054,0,0.998854034147622,-239674206,0.640669817322955
236,"100","100","42","30","0.6","1.5","0","0","41.2","58.8","2200","0","24","0.8125","75","15.5","0.333","58","50","1911","CANADIAN","TABLOID","824","Motter94","?","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","36058","WARDS","X273","19900625",1,0,7504,63.8772156395848,0.998351899395153,56249073,0.693146940645894
237,"100","96.9","40","40","0.5","3","0","0","38.1","47.6","1700","14.3","30","0.75","75","17","0.167","47","62.5","1911","NorthUS","TABLOID","816","WoodHoe70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","34367","YIELDHOUSE","J6","19900702",4,1,7699,0,0.999598245243584,305303465,0.582016383579692
238,"100","96.9","40","33","1.1","2.4","0","0","38.9","61.1","2100","0","25","0.75","75","15","0.2","47","40","1911","CANADIAN","TABLOID","827","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34583","AMES","X135","19900706",4,0,8143,3.74605329311212,0.999135800721947,-731411470,0.778589207064551
239,"100","96.9","40","40","0.8","2.5","0","0","37","45","1800","18.0","20","0.75","80","14","0.2","47","45","1911","NorthUS","TABLOID","821","Motter94","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","25428","TVGUIDE","X151","19900705",1,0,8336,0,0.998399324832009,646861899,0.74255397464247
240,"100","?","?","40","1","2.5","0","0","33.3","55.5","1650","11.1","20","0.625","71","14.5","0.333","59","50","?","?","TABLOID","821","Motter94","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KeY","YES","23040","GUIDEPOSTS","X750","19900330",3,1,6567,24.2483599837737,0.998401520166188,-1128240042,0.68695716331967
241,"100","100","35","40","1","2.5","0","0","33.9","56.1","1650","0","25","1","93","15.1","0.333","58","60","1910","NorthUS","CATALOG","815","WoodHoe70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","36784","MASSEY","T245","19900707",1,1,7925,131.067501740466,0.998356109865799,1585824375,0.621776887568052
242,"100","100","35","40","0.5","2.7","0","3","44.5","55.5","1750","0","35","0.75","100","13.5","0.367","58","50","1910","NorthUS","CATALOG","815","WoodHoe70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","36784","MASSEY","F374","19900708",1,1,7128,73.5098409019017,0.998353978873459,-2220170842,0.659761972832528
243,"100","100","35","40","0.6","3","0","0","35.5","44.2","1400","20.3","45","?","80","16.5","0.3","56","40","1910","NorthUS","CATALOG","802","Albert70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47104","MODMAT","B181","19900710",1,0,7554,559.835519797667,0.998320564416105,1820167245,0.705534118556765
