"a2","a3","a4","a5","a6","a7","a8","a9","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a31","a32","a33","a34","a35","a36","a37","a38","a39","label","degree","betweenness","clustering.coefficient","bonacich","weight"
"M362","MODMAT",47204,"YES","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER70",813,9,"CATALOG","NORTHUS",1910,50,64,0.233,18,64,1,NA,0,1300,62.5,37.5,0,0,3,1,40,40,106.45,100,1,9013,1,1,-2105243118,0.637470369860167
"F26","MODMAT",47204,"YES","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER70",813,10,"CATALOG",NA,1910,50,64,0.2,16,86,0.75,NA,0,1300,58.8,41.1,0,0,2.5,1,40,40,106.45,100,1,9698,38.5,1,3641374991,0.676239717880789
"I820","MASSEY",37938,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,2,"CATALOG","CANADIAN",1910,60,66,0.2,14.5,85,0.25,NA,0,NA,62.2,37.8,0,0,2.5,1,34,40,106.45,100,1,9950,3,1,-4798968651,0.583409143475788
"X367","WARDS",37505,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",824,9,"TABLOID","CANADIAN",1910,40,64,0.233,15.4,88,0.5625,24,4.4,1835,55.5,40,2,0,2,1.3,30,40,106.45,100,0,9896,3,1,-4257723537,0.772235404435847
"X793","WARDS",37505,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",824,2,"TABLOID","CANADIAN",1910,40,64,0.2,16,76,0.8125,23,4.8,1835,59.5,35.7,3,0,2,0.7,30,40,106.45,100,0,9990,1,1,8830538895,0.788408469326489
"F679","MODMAT",47103,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,9,"CATALOG","NORTHUS",1910,47.5,63,0.3,16.4,84,0.5,27,20.7,1800,41.3,38,5,0,2.6,0.3,40,33,96.7,100,1,9255,1,1,2132513132,0.621482581504681
"F242","MODMAT",47103,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","XYLOL","YES","WOODHOE70",816,9,"CATALOG","NORTHUS",1910,50,50,0.3,14.5,84,0.25,24,20.7,1500,41.3,38,0,0,3,0.6,40,33,103.3,100,1,9041,0,1,-2721015352,0.633386867931352
"M260","MODMAT",47103,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,1,"CATALOG","NORTHUS",1910,50,48,0.233,13,80,1,NA,18.9,1700,47.2,34,0,0,2.7,0.6,40,33,100,100,1,9111,0,1,-486943613,0.628738279920962
"I331","AUSTADS",34402,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","XYLOL","YES","WOODHOE70",815,9,"CATALOG","NORTHUS",1911,52,54,0.5,16,82,0.875,22,15.8,900,49.5,34.7,0,0,2.5,1,50,40,96.7,100,1,8909,0,1,4862685930,0.642342446906507
"O21","TARGET",34545,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",827,2,"SPIEGEL","CANADIAN",1910,40,41,0.233,14,79,0.75,20,0,1530,61.7,38.3,5,0,3.1,1.8,33,33,96.9,100,0,8964,0,1,-11925404588,0.697337244047416
"J68","WARDS",36053,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,9,"TABLOID","CANADIAN",1910,45,42,0.233,15,76,0.75,30,0,2220,58.8,41.2,0,0,2.5,1,30,35,100,100,0,10722,10.5,1,7827808167,0.83470132819528
"J42","WARDS",36053,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,2,"TABLOID","CANADIAN",1910,45,42,0.233,16,84,0.625,28,0,2220,54.3,45.7,0,0,2.5,1,30,35,100,100,0,10591,6,1,-14562208365,0.83655485022501
"F331","NATLWILDLIFE",36859,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","ALBERT70",802,7,"CATALOG","NORTHUS",1911,55,54,0.267,15,70,0.625,60,3.4,1600,56.8,39.8,0,0,1,0.4,45,40,103.3,100,0,9258,0,1,11452656440,0.72202175544827
"F571","NATLWILDLIFE",36859,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","COVER","NO","LINE","NO","ALBERT70",802,2,"CATALOG","NORTHUS",1911,57.5,54,0.267,15.5,80,0.625,55,0,1600,62.5,37.5,0,0,3,0.5,45,40,103.3,100,0,9161,2,1,-6579065863,0.708183219196135
"M93","MODMAT",47103,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER70",813,9,"CATALOG","NORTHUS",1910,40,54,0.233,15.59,89,1,NA,1.2,1700,58.1,40.7,0,0,2.5,0.6,40,33,103.3,100,0,9155,3,1,8773853413,0.704965637161817
"G467","ECKERD",34683,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,2,"TABLOID","NORTHUS",1910,40,38,0.3,16,92,0.625,25,1.1,1900,53.8,45.2,0,0,2.5,1,30,33,100,100,0,10264,1,1,5784582732,0.817871046844701
"F227","JAMESWAY",36648,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","WOODHOE70",815,1,"CATALOG","CANADIAN",1911,50,60,0.3,14,75,0.625,33,0,2000,65.2,34.8,0,0,0,0,35,40,96.9,100,1,10236,19,1,-7436049379,0.597141213320409
"G496","BURDINES",34664,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","XYLOL","YES","WOODHOE70",816,9,"TABLOID","NORTHUS",1910,45,49,0.2,16,72,0.375,38,15,1650,50,35,0,0,2.5,0.2,38,33,96.9,100,1,9747,3.5,1,-4913257670,0.596129057570889
"F329","EXXON",36858,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,5,"CATALOG","NORTHUS",1910,60,43,0.367,15,94,1,NA,9.5,1500,52.6,37.9,0,4,2.5,1,40,35,100,100,1,8632,0,1,5081740533,0.661984098745922
"X203","TVGUIDE",25416,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID","NORTHUS",1911,47.5,41,0.333,18,74,0.5,30,17.7,1900,44.2,38.1,2,0,2.5,1,40,33,100,100,1,9298,0,1,1031502180,0.616648094451632
"T313","EXXON",36858,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","ALBERT70",802,2,"CATALOG","NORTHUS",1910,47.5,52,0.267,14.3,98,0.75,55,11.7,1600,53.2,35.1,0,0,3,1,40,33,100,100,1,8904,0,1,3325033413,0.642686654120298
"R4","TARGET",34546,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",816,9,"SPIEGEL","CANADIAN",1911,37.5,54,0.3,14.5,80,1,20,10.9,2400,54.3,34.8,0,0,2.5,0.4,30,40,103.3,100,0,9650,3,1,-705549863,0.748523082985726
"R15","TARGET",34546,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",816,2,"SPIEGEL","CANADIAN",1911,52.5,54,0.267,14.6,82,NA,32,10.5,2400,52.6,36.8,0,0,2.5,0.5,30,40,100,100,0,9896,1,1,2010417915,0.778783925078957
"X400","WARDS",36054,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",827,2,"TABLOID","CANADIAN",1910,45,55,0.3,15,75,0.75,25,0,2300,59.8,40.2,0,0,2,2.3,30,33,96.6,100,0,10445,6,1,-7354868983,0.819856665188144
"O6","TARGET",34545,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","NO","MOTTER94",827,9,"TABLOID","CANADIAN",1910,40,48,0.3,15,82,1,35,0,1720,59.3,40.7,0,0,1.5,1.5,32,33,100,100,0,9546,1,1,14098510977,0.744924368621444
"O14","TARGET",34545,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","NO","MOTTER94",827,2,"TABLOID","CANADIAN",1910,40,48,0.333,15,75,1,30,0,1720,61.7,38.3,0,0,2.5,3,33,33,103.2,100,0,9532,0,1,-22891571674,0.746654018482116
"T244","MODMAT",47103,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,7,"CATALOG","NORTHUS",1910,50,52,0.2,14,80,0.75,60,4.4,1700,54.9,40.7,0,0,2.5,1,40,33,100,100,1,8853,1,1,5237841411,0.648500337868832
"M260","MODMAT",47103,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,1,"CATALOG","NORTHUS",1910,55,54,0.233,13.23,79,1,NA,18.9,1700,47.2,34,0,0,2,0.6,40,33,100,100,0,9068,3,1,-12816633966,0.697828566363013
"T383","MODMAT",47103,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER70",813,10,"CATALOG","NORTHUS",1910,40,54,0.267,14.42,87,1,NA,4.5,1700,56.2,39.3,0,0,2.5,1,40,33,96.8,100,0,9120,6,1,17191416794,0.694117428545818
"T78","MODMAT",47103,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","ALBERT70",802,2,"CATALOG","NORTHUS",1910,72.5,54,0.2,14.5,82,0.75,50,2.2,1900,56.7,41.6,0,0,3,0.9,40,33,100,100,0,9291,4,1,-16124745891,0.713636172100809
"M4","MODMAT",47103,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,5,"CATALOG","NORTHUS",1910,47.5,54,0.2,16.08,69,1,NA,3.3,1700,55.5,41.1,0,0,2.5,0.9,40,30,103.3,100,0,8771,0,1,13909056721,0.682030320519981
"F672","MODMAT",47103,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,2,"CATALOG","NORTHUS",1910,60,50,0.3,15,72,0.75,30,15.9,1700,44.2,39.8,1,0,3,0.5,40,33,100,100,1,9541,6,1,10531453846,0.613675284161853
"X776","TOYSRUS",34752,"NO","KEY","NO","BENTON","GALLATIN","COATED","COATED","YES","LINE","YES","MOTTER94",824,9,"TABLOID","CANADIAN",1910,50,48,0.333,15.8,70,NA,30,0,1900,58.8,41.2,5,0,2.5,1.2,30,33,100,100,0,8502,0,1,-585197377,0.661783539614082
"X713","TOYSRUS",34752,"NO","KEY","NO","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID","NORTHUS",1910,50,48,0.233,15.5,68,0.8125,30,0,1900,57.4,42.6,10,0,1.5,1,30,33,100,100,0,8972,1,1,-4878716834,0.695344203070196
"M432","HOMESHOPPING",36928,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,9,"CATALOG","CANADIAN",1910,40,54,0.233,15,80,0.75,28,0,1800,58.8,41.2,0,0,2.5,1.2,30,33,100,100,0,10259,4,1,721625769,0.806546908793788
"M257","HOMESHOPPING",36928,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,2,"CATALOG","CANADIAN",1910,40,54,0.3,15,88,0.75,28,0,1800,58.8,41.2,0,0,2.5,1.2,30,33,100,100,0,10430,13,1,6888965775,0.793438423880332
"X138","TVGUIDE",25424,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID","NORTHUS",1911,40,54,0.333,14.1,80,NA,20,24.8,1850,41.3,33.9,3,0,2.5,0.8,40,40,103.3,100,0,8952,1,1,-13857328127,0.693735382022585
"F670","NTLWILDLIFE",36859,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","COVER","NO","LINE","NO","ALBERT70",802,2,"CATALOG","NORTHUS",NA,50,65,NA,17,100,0.625,52,5.6,1650,55.5,38.9,0,0,3,0.6,45,NA,NA,100,1,7287,0,1,7579612160,0.777410234297353
"X787","HANOVERHOUSE",34093,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","COVER","NO","LINE","NO","MOTTER94",821,7,"TABLOID","NORTHUS",1910,52.5,62,0.433,14.5,95,0.75,20,0,1950,58.8,41.2,0,0,2,1,38,35,100,100,1,9144,0,1,3242970594,0.626570387293976
"F590","NATLWILDLIFE",36859,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,2,"CATALOG","NORTHUS",1910,50,56,0.2,14.3,105,0.75,70,0,1600,55.5,44.5,0,0,3,1,45,35,100,100,1,8893,0,1,-18875862482,0.643445210035275
"F19","JAMESWAY",36649,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE",NA,"MOTTER70",813,6,"CATALOG","SCANDANAVIAN",1911,47.5,62,0.333,15,84,NA,NA,5.6,NA,56.2,38.2,0,0,2.5,1,35,40,96.7,100,0,8245,0,1,-803233815,0.643531845262479
"F89","JAMESWAY",36649,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE",NA,"MOTTER70",813,1,"CATALOG","SCANDANAVIAN",1911,47.5,62,NA,15,80,NA,NA,5.6,NA,56.2,38.2,0,0,2.5,1,35,40,96.9,100,0,8550,0,1,17244373889,0.665307766432015
"R17","TARGET",34547,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,9,"SPIEGEL","CANADIAN",1910,30,58,0.433,15.9,81,0.625,30,0,2150,62.5,37.5,10,0,2.5,1,30,35,90,100,0,9372,1,1,3043576466,0.72916384591574
"R29","TARGET",34547,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,2,"SPIEGEL","CANADIAN",1910,30,58,0.333,16.3,78,0.625,30,0,2150,58.8,41.2,10,0,2.5,1,30,35,90,100,0,9574,7,1,632836411,0.72970591175076
"X423","WARDS",36894,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID","CANADIAN",1910,30,51,0.3,16,70,0.8125,20,0,2250,58.8,41.2,0,0,1.5,0.6,30,35,103.3,100,0,9528,1,1,-3591254159,0.743262445473803
"X414","WARDS",36894,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","YES","LINE","YES","MOTTER94",824,9,"TABLOID","CANADIAN",1910,30,51,0.333,16,76,0.875,25,19.1,2250,42.7,38.2,3,0,1.2,0.5,30,35,103.3,100,0,8322,0,1,-907017262,0.648893741605157
"X84","WARDS",36057,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",827,9,"TABLOID","CANADIAN",1910,30,58,0.467,15,98,0.75,30,0,2300,58.8,41.2,6,0,2.25,1,30,35,100,100,0,9667,10,1,-765094496,0.729267064504883
"X96","WARDS",36057,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",827,2,"TABLOID","CANADIAN",1910,30,58,0.467,15,96,0.75,30,0,2300,58.8,41.2,6,0,3,0.75,30,35,100,100,0,9495,1,1,21448765076,0.740234767583644
"G407","CHILDWORLD",36024,"YES","KEY","YES","BENTON","GALLATIN","COATED","UNCOATED","NO","LINE","NO","WOODHOE70",815,9,"TABLOID","CANADIAN",1910,52.5,54,0.433,16.3,90,0.75,38,0,1800,62.5,38.5,0,0,2.9,1.1,33,35,100,100,0,8974,0,1,-32336048857,0.69814909274683
"G150","CHILDWORLD",36024,"YES","KEY","YES","BENTON","GALLATIN","COATED","UNCOATED","NO","LINE","NO","WOODHOE70",815,2,"TABLOID","CANADIAN",1910,55.5,54,0.233,15,82,0.75,38,0,1800,58.8,41.2,0,0,2,1,33,35,100,100,0,10101,2,1,56724329654,0.796614462784195
"X777","TVGUIDE",25424,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","XYLOL","YES","MOTTER94",821,2,"TABLOID","NORTHUS",NA,40,54,NA,14.6,85,NA,20,21.7,1850,43.5,34.8,0,0,2.5,0.8,40,NA,NA,100,0,8116,0,1,-63129817386,0.63474479797093
"B6","DOWNS",34397,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,1,"CATALOG","MIDEUROPEAN",1910,50,53,0.3,16,65,0.75,NA,15.8,1300,49.5,34.7,0,0,2.5,1,28,35,93.5,100,0,9067,0,1,2496922043,0.705790813938376
"F85","DOWNS",34397,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,6,"CATALOG","MIDEUROPEAN",1910,50,53,0.3,16.5,90,0.75,NA,11.3,1300,51.5,37.1,0,0,2.5,0.7,28,35,100,100,0,8961,0,1,-8690939718,0.697094057494647
"I301","GLOBAL",36846,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","COVER","NO","LINE","YES","ALBERT70",802,7,"CATALOG","NORTHUS",1910,50,59,0.367,13,92,0.625,49,0,1300,58.8,41.2,0,0,3,1.1,40,35,100,100,1,8566,4,1,11002534802,0.676669228540625
"F135","CASUALLIVING",38025,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","WOODHOE70",815,9,"CATALOG","NORTHUS",1910,57.5,55,0.333,14,86,0.75,30,13,1700,50,37,0,0,2.9,0.9,34,35,100,100,0,9069,0,1,17530736784,0.705956989938106
"T178","CASUALLIVING",38025,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","WOODHOE70",815,2,"CATALOG","NORTHUS",1910,55,55,0.3,13,86,0.75,28,13.7,1700,49,37.3,0,0,3,0.8,34,35,100,100,0,9603,1,1,-45127333649,0.750236505905813
"F257","CAMPINGWORLD",36874,NA,"KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,9,"CATALOG","CANADIAN",NA,NA,60,NA,15.5,80,NA,30,13,1750,54.3,32.6,0,0,2.75,1,33,NA,NA,100,0,8164,0,1,21940790775,0.637986221253097
"F170","CAMPINGWORLD",37874,NA,"KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,2,"CATALOG","CANADIAN",NA,NA,60,NA,15,78,0.625,34,15,1750,50,35,0,0,2.5,1,33,NA,NA,100,0,8865,0,1,-30929870520,0.689400656549315
"F77","CHILDCRAFT",36911,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","COVER","NO","LINE","NO","MOTTER70",813,6,"CATALOG","NORTHUS",1910,50,59,0.4,15,90,0.75,NA,0,1500,58.8,41.2,0,0,2.5,1,40,35,100,100,1,8721,0,1,17661585941,0.655543545571924
"X95","TVGUIDE",25427,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID","NORTHUS",1910,55,49,0.233,15.6,80,1,30,35.8,1950,41.7,22.5,1,0,2.7,1,40,37,100,100,1,8982,0,1,63540956879,0.63735868313226
"M254","OLDVILLAGESHOP",34092,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",815,2,"CATALOG",NA,1910,65,49,0.333,13.5,82,0.625,30,0,1350,68.2,31.8,1,0,2.5,1,38,37,103.2,100,1,8984,0,1,-78245571606,0.637223229840918
"I347","GLOBALEQUP",36846,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,2,"CATALOG","NORTHUS",1910,65,65,0.4,14,100,0.75,40,7,1200,58.1,34.9,0,0,2.5,1,40,35,100,100,1,8959,1,1,71635758452,0.641150795169051
"X116","WARDS",36058,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE",NA,"MOTTER94",824,6,"TABLOID","CANADIAN",1911,50,58,0.3,16,NA,0.875,24,0,2200,58.8,41.2,0,0,1.2,0.6,30,42,93.75,100,0,8984,0,1,-116028716644,0.698962833978275
"M45","OLDVILLAGESHOP",34092,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","WOODHOE70",815,9,"CATALOG",NA,1910,65,58,0.4,15,74,0.625,32,0,1800,57.5,42.5,1,0,2.5,1,38,37,103.2,100,1,8975,0,1,95633502572,0.637833223479986
"X273","WARDS",36058,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE",NA,"MOTTER94",824,2,"TABLOID","CANADIAN",1911,50,58,0.333,15.5,75,0.8125,24,0,2200,58.8,41.2,0,0,1.5,0.6,30,42,100,100,0,9231,0,1,159391197945,0.71968217032322
"J6","YIELDHOUSE",34367,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,9,"TABLOID","NORTHUS",1911,62.5,47,0.167,17,75,0.75,30,14.3,1700,47.6,38.1,0,0,3,0.5,40,40,96.9,100,1,10232,23,1,-298083902493,0.605253122752614
"X135","AMES",34583,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",827,9,"TABLOID","CANADIAN",1911,40,47,0.2,15,75,0.75,25,0,2100,61.1,38.9,0,0,2.4,1.1,33,40,96.9,100,0,10744,10.5,1,260608979117,0.837265227120624
"X151","TVGUIDE",25428,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER94",821,2,"TABLOID","NORTHUS",1911,45,47,0.2,14,80,0.75,20,18,1800,45,37,0,0,2.5,0.8,40,40,96.9,100,0,10499,16,1,-82698811194,0.790411309253102
"X750","GUIDEPOSTS",23040,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID",NA,NA,50,59,0.333,14.5,71,0.625,20,11.1,1650,55.5,33.3,0,0,2.5,1,40,NA,NA,100,1,8331,0,1,48900493570,0.684736194036536
"T245","MASSEY",36784,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",815,2,"CATALOG","NORTHUS",1910,60,58,0.333,15.1,93,1,25,0,1650,56.1,33.9,0,0,2.5,1,40,35,100,100,1,9615,9,1,-92826048045,0.615182750353273
"F374","MASSEY",36784,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","WOODHOE70",815,2,"CATALOG","NORTHUS",1910,50,58,0.367,13.5,100,0.75,35,0,1750,55.5,44.5,3,0,2.7,0.5,40,35,100,100,1,9142,3,1,190235496976,0.633182577954141
"B181","MODMAT",47104,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","ALBERT70",802,2,"CATALOG","NORTHUS",1910,40,56,0.3,16.5,80,NA,45,20.3,1400,44.2,35.5,0,0,3,0.6,40,35,100,100,0,8936,0,1,-114741256826,0.695074079943573
"M332","MODMAT",47104,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","ALBERT70",802,7,"CATALOG","NORTHUS",1911,30,56,0.433,16,70,NA,60,21.8,1400,45.4,32.8,0,0,3,0.9,40,40,96.8,100,0,8716,0,1,170464309737,0.677790515164693
"T234","MASSEY",36784,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","XYLOL","YES","WOODHOE70",815,9,"CATALOG","NORTHUS",1910,37.5,56,0.3,14,82,0.625,28,0,1700,58.8,41.2,2,0,2.5,0.5,40,35,100,100,0,9774,6.5,1,-313109133671,0.749433321819798
"M39","MODMAT",47104,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","XYLOL","YES","MOTTER70",813,5,"CATALOG","NORTHUS",1911,50,56,0.333,14.6,74,0.75,NA,7.5,1400,53.8,38.7,0,4,2.4,0.8,40,40,96.8,100,0,8677,0,1,272269967727,0.674815909044809
"F450","MODMAT",47104,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","XYLOL","YES","MOTTER70",813,1,"CATALOG","NORTHUS",1911,57.5,56,0.5,13.8,73,0.75,NA,4.4,1400,52.7,42.9,0,0,2,0.5,40,40,96.8,100,0,8931,0,1,-522285056196,0.694671488414673
"X281","AMES",34583,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",827,2,"TABLOID","CANADIAN",1911,45,55,0.2,14,73,0.75,30,0,2100,61.1,38.9,0,0,2.5,0.8,33,40,96.8,100,1,10750,72,1,269600371970,0.679436455571459
"X346","HILLS",34714,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,9,"TABLOID","CANADIAN",1911,30,56,0.2,14.7,87,0.875,20,0,2150,58.8,41.2,12,0,1.5,0.6,30,40,96.8,100,0,9304,0,1,-351779960979,0.726042944439649
"X235","HILLS",34714,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID","CANADIAN",1910,40,56,0.333,15.3,86,0.8125,32,0,2150,58.8,41.2,12,0,2.2,0.8,30,35,100,100,0,9733,0,1,616477951545,0.765819781084736
"B125","MODMAT",47104,"YES","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER70",813,10,"CATALOG","NORTHUS",1911,55,56,0.4,15,87,0.75,NA,0,1250,62.5,37.5,0,0,2.5,1,40,40,96.8,100,0,9515,1,1,-241183836030,0.742066772018215
"T280","MODMAT",47104,"YES","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER70",813,9,"CATALOG","NORTHUS",1911,55,56,0.4,15,93,0.75,NA,0,1250,62.5,37.5,0,0,2.5,1,40,40,96.8,100,0,9514,3,1,651196357168,0.736028470817534
"T8","REI",36644,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","XYLOL","NO","WOODHOE70",816,2,"CATALOG","NORTHUS",1911,60,56,0.3,16,87,0.625,26,10.5,1450,50.5,39,3,0,3,1.3,40,40,93.75,100,1,9024,1,1,-244035349842,0.636725827836503
"F257","REI",36644,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,2,"CATALOG","NORTHUS",1910,60,53,0.3,18,103,0.625,50,22.1,1600,41,36.9,0,0,3,0.7,40,35,105.2,100,0,8481,0,1,-11787275613,0.660253403854992
"F261","REI",36644,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,7,"CATALOG","NORTHUS",1910,57.5,53,0.367,14.5,70,0.625,58,20.2,1600,42,37.8,3,0,3,1,40,35,105.2,100,0,8083,0,1,-156210241143,0.632535359262454
"F264","USCAV",35683,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,7,"CATALOG","NORTHUS",1911,62.5,61,0.3,14,85,0.75,50,3.5,1660,56.8,39.7,2,0,3,1,32,40,93.75,100,0,8746,0,1,335625312064,0.680096579358768
