"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","label","degree","betweenness","clustering.coefficient","bonacich","weight"
8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,5,2836,171.847954822955,0.876031798948583,-1,0.559379212637673
5.1,0.585,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9,7,2064,93.8160894660895,0.86937129502964,3,0.488403611558438
7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,6,3618,1162.88135771392,0.891582880576198,1,0.598676236039406
8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,6,3532,983.725876827851,0.877253136384375,-5,0.831434867589391
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7,1736,48.2690226440226,0.845890315117819,7,0.772395024286429
8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,7,2123,834.358802308803,0.845534318929307,4,0.796728350480166
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7,1736,78.7690226440227,0.845890315117819,-4,0.772395024286429
7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,5,3287,748.633428091516,0.875906971059578,-2,0.548189429735749
7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,6,3191,1070.65956902575,0.876149852332867,0,0.839819274021938
7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,5,3185,557.189373126873,0.873054496523884,2,0.523237342574282
12.9,0.5,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9,6,2586,349.087841325342,0.87169128767679,-1,0.920188416889473
10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5,3164,210.219303357461,0.884062436136416,2,0.646948977726751
6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,4,2726,395.32341963592,0.873125043462604,6,0.347716235730947
12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,6,2974,489.326683833882,0.887846718342595,5,0.627731859800085
10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5,3164,364.244736257894,0.884062436136416,-4,0.646948977726751
9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,6,3159,332.476950548386,0.891898427561766,3,0.583524998355766
10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,6,2997,302.030560819899,0.880545326089881,7,0.740751155395426
7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,5,3745,952.895369549181,0.888488029701703,-5,0.693920913836162
9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,5,2943,184.081856338106,0.885018157728145,1,0.667441320624007
7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,5,2978,323.954486668303,0.883440952533376,3,0.643949143375914
4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,7,2251,585.507724832357,0.870103154712511,0,0.48584603716227
6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5,4024,690.478492709579,0.899173268295911,-1,0.902671922435978
6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5,4024,1213.48982027091,0.899173268295911,0,0.902671922435978
7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,5,3157,557.197848393437,0.871468204025915,-5,0.509783570761519
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5,4171,553.36530359905,0.89411629791196,-3,0.777865589501753
7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,7,2645,889.804097495641,0.857179330536217,9,0.623950053285665
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5,4171,1023.00538296413,0.89411629791196,0,0.777865589501753
7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,8,1773,2.73932178932179,0.888488274783607,14,0.270238696403325
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,3204,153.664479839905,0.883358196322394,-9,0.700217138612984
7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,4,3038,509.778158075585,0.874895208032064,-7,0.352141124920734
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,3204,268.997813173239,0.883358196322394,3,0.700217138612984
10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3,942,25.8638888888889,0.864535735714945,35,0.248023490412503
11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,4,887,12.2722222222222,0.857896251291316,4,0.307933904205245
8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,5,3903,1338.54475379497,0.890614556528423,2,0.723528643703047
7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,5,3605,689.93969988345,0.897524428563593,-11,0.883181376419809
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,1604,51.3454545454546,0.844354569416914,6,0.797848753734355
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,1604,69.3454545454546,0.844354569416914,-1,0.797848753734355
10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,7,2131,430.437024087024,0.850454481054622,-10,0.705599875476406
6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,5,2844,139.487028249528,0.880361447043015,9,0.607858656298443
11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,7,2271,218.072655122655,0.872096905490278,5,0.471087199724231
6.6,0.66,0,3,0.115,21,31,0.99629,3.45,0.63,10.3,5,3668,729.462084321426,0.892761972950982,2,0.772647155699161
10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,6,1915,14.3920745920746,0.886751263770704,0,0.612440483181381
7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,5,3860,1487.16037802067,0.885208495989779,-1,0.641943381825202
9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,6,3029,451.843804703209,0.874354957006513,-14,0.874880688480873
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,3925,302.161453802994,0.899049512860916,9,0.905133265058761
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,3925,352.676172417713,0.899049512860916,-2,0.905133265058761
7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,6,3405,434.555985439681,0.886656139855041,-6,0.656709060030018
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,3925,703.97692999347,0.899049512860916,3,0.905133265058761
6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,5,3448,606.375579419944,0.891848218848242,-10,0.764131057709646
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,3617,487.493740336891,0.885073749595555,-8,0.647338342290035
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,3617,947.420363713513,0.885073749595555,2,0.647338342290035
8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,5,3513,341.836164244253,0.894322577733331,5,0.811997498160673
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,3009,116.686359881948,0.878371668619871,6,0.782930591856092
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,3009,124.01493131052,0.878371668619871,-1,0.782930591856092
7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,7,2697,568.946016891605,0.859665676101501,2,0.594825002101863
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,3009,219.01493131052,0.878371668619871,0,0.782930591856092
8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,7,2920,940.427362087946,0.866852673060019,-1,0.525544790337098
11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,7,2343,316.361607836608,0.865212252536196,8,0.529112909289679
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,3585,326.66309148368,0.882498097045405,-8,0.72867682598344
7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5,4033,253.369518104444,0.902036831563447,3,0.986397314060553
5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,6,3116,245.900390214361,0.885100820441839,3,0.670214536906473
7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,5,3449,1277.57443243031,0.8705592124364,-4,0.496863650085325
7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,5,3823,324.692295204795,0.902657293149545,-1,0.978671238936173
7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5,4033,298.153278788205,0.902036831563447,1,0.986397314060553
7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,5,3776,240.744619269619,0.903186929028374,7,0.959069209312636
6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,6,2943,452.527693140194,0.875416440057893,-5,0.844394843925369
6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2,6,3193,733.824696137196,0.874981468004425,1,0.868086711348135
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,3585,407.16309148368,0.882498097045405,3,0.72867682598344
7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,6,4168,1077.15940053799,0.893576472814317,-11,0.589345364327198
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,3728,542.456567368908,0.88721866589074,1,0.658690093062071
6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6,5,3283,194.604856254856,0.89742702009648,5,0.898970010663886
7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,4,3312,395.988348171437,0.89029626605313,0,0.425490492700514
9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,7,2555,993.234837749969,0.85290587764169,8,0.681264839831822
10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,7,1908,234.932392607393,0.849982168028124,-9,0.70540754181427
8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,7,2148,607.114696822785,0.851507982266049,3,0.689253161201484
7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,4,2781,438.797479479155,0.873786961397297,2,0.349898688359495
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,3728,539.171689746531,0.88721866589074,-1,0.658690093062071
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6,2667,26.4230158730159,0.88951126563725,12,0.598765832027506
7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5,4143,931.461742525191,0.899994603090409,-8,0.918100050569939
9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,5,3099,276.487397324897,0.88325101339495,-6,0.637803685315301
7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,6,3917,2159.60601551227,0.883559171821337,7,0.722747839631806
8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,6,2514,169.306084193584,0.882372606533185,-4,0.692014557491178
7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5,4143,1546.76553040398,0.899994603090409,2,0.918100050569939
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6,2667,38.9230158730159,0.88951126563725,0,0.598765832027506
8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,5,3469,836.597235403485,0.888538576377495,4,0.704419093556451
9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,6,2742,134.692100471992,0.88629800735375,3,0.641650729117525
10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,7,2277,67.7025252525253,0.871703091584798,3,0.474091368617445
6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,6,3960,1508.86613145626,0.886819178854577,0,0.671903883381121
10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,5,2708,199.140863303363,0.888005658798542,3,0.723264555720081
7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1,5,3975,1760.44106855047,0.889884939123272,0,0.708513711742872
7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,3632,180.304292929293,0.906244626269764,-5,0.866470439484765
10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3,6,3056,384.989705154891,0.88537050164287,7,0.664327527351355
7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,3632,415.804292929293,0.906244626269764,0,0.866470439484765
7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,6,3792,1205.15901058651,0.894398943130202,-6,0.571111049536171
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,4263,875.372039932574,0.896403595733135,-4,0.560709819780276
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,2729,357.710799498171,0.875033253325264,-1,0.457254178052776
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,4263,1353.10537326591,0.896403595733135,1,0.560709819780276
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,2729,466.698894736267,0.875033253325264,0,0.457254178052776
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3,2313,14.9654151404151,0.877706733411796,13,0.270651570511891
8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,5,3154,942.793468255601,0.864415230101088,-2,0.45566526698674
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,3316,183.518507369823,0.882474521817158,-3,0.418257010605646
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,3316,393.179221655538,0.882474521817158,1,0.418257010605646
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,2665,112.417183225271,0.866304226401043,-5,0.52549907396807
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,2665,182.333849891938,0.866304226401043,1,0.52549907396807
9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,5,3915,863.863161876822,0.898036564186188,4,0.879056633929233
7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,5,3830,1164.73570775629,0.884467138420092,-1,0.632859950671009
6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,6,3696,2546.16006634666,0.880026751940332,-1,0.779620567170752
7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,6,3225,151.507178932179,0.892263631678783,8,0.58103686308806
7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6,3003,596.679448847077,0.868774994588444,-10,0.961898142373588
9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,6,2436,196.567069042069,0.871734644931895,1,0.909974853280944
9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,6,2600,344.209104784105,0.866825514500919,4,0.930105051732544
10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,6,2167,56.9195998445999,0.873930855221646,5,0.839737715784103
9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,7,2088,214.599083299741,0.853306158527369,-5,0.660238460472884
7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6,3003,776.524903392531,0.868774994588444,0,0.961898142373588
8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,6,3197,1441.61000406757,0.869602298877653,4,0.974488433944694
5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,5,2596,62.7277411314176,0.874732164473074,2,0.551437127828947
6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,3700,246.568053246633,0.896135586212081,-12,0.550966201728164
8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,3721,683.113734773138,0.883555108783286,1,0.715543518336086
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,2516,45.7753968253968,0.874522472904036,2,0.843622422923261
9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,5,2618,253.560539664584,0.873493772768551,-8,0.538802702853936
8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,3721,1187.34627445568,0.883555108783286,0,0.715543518336086
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,2516,95.7753968253968,0.874522472904036,0,0.843622422923261
6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,3700,413.068053246633,0.896135586212081,2,0.550966201728164
8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,2782,62.029276973027,0.877712917039312,5,0.578623902572552
8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,7,1870,170.500216450216,0.8512186106114,3,0.684356126254787
9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,6,1975,61.6261904761905,0.869932554199445,1,0.932461434966929
8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,4,2177,107.287420912421,0.872286822371418,-4,0.349134447612303
8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,2782,76.529276973027,0.877712917039312,-1,0.578623902572552
8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,7,2278,630.268828393828,0.854891498140696,1,0.643755056437365
6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,2911,184.530022591787,0.891797357468318,-5,0.786273199484187
7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,3345,209.601524292701,0.882957746478873,6,0.626868943713927
7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,6,4084,2137.91386097563,0.894398542764116,-4,0.578032740466266
7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,3345,323.934857626034,0.882957746478873,0,0.626868943713927
6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,2911,203.000610827081,0.891797357468318,-1,0.786273199484187
8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,2810,158.822213897214,0.877365619008049,0,0.794742166718363
8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,2810,143.322213897214,0.877365619008049,0,0.794742166718363
12,0.63,0.5,1.4,0.071,6,26,0.99791,3.07,0.6,10.4,4,1731,88.5337662337662,0.860728401680735,7,0.311102338012657
7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,7,3164,1001.3749842263,0.874837298125033,-7,0.465273603206822
6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,5,3138,669.027046564547,0.872152295887311,-2,0.516093005354688
9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,7,2051,260.470823620824,0.850785151061719,2,0.697395044010172
9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,7,2380,393.988376900877,0.855183930046277,4,0.642782994618017
10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,7,1992,305.183653152403,0.855192645582329,-1,0.631366536271884
9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,7,2285,147.020137712529,0.860314367298986,-4,0.577307392369405
8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,7,2184,279.287934287934,0.858328646712075,10,0.597452412809781
10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,7,2135,184.06939033189,0.854156661627091,-14,0.649624130594656
10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,7,1406,23.1125,0.841596047335129,3,0.850069755798901
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,2120,197.175113775114,0.847142233856894,-8,0.764227668987049
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,2219,106.296533858299,0.853331574203648,3,0.66399120392122
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,2219,168.168911480676,0.853331574203648,-1,0.66399120392122
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,2219,275.871533858299,0.853331574203648,0,0.66399120392122
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,2120,345.508447108447,0.847142233856894,1,0.764227668987049
8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,7,2263,814.497468218056,0.851188718110751,-3,0.69830572509974
10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,7,1936,299.084088134088,0.841929667578113,-4,0.87004053206636
7.6,0.43,0.4,2.7,0.082,6,11,0.99538,3.44,0.54,12.2,6,3690,992.93776392822,0.877040445184709,5,0.844330905836862
8.5,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4,5,3277,1483.8785522076,0.874841152525027,0,0.538008000015027
9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,6,2910,1264.37655998972,0.8695922931274,1,0.99411962269698
9.5,0.37,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1,6,3464,972.238337539653,0.87943250442357,2,0.781447810956718
6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,7,2793,221.5332001332,0.876323313459633,6,0.449432553439069
8,0.59,0.05,2,0.089,12,32,0.99735,3.36,0.61,10,5,3772,1037.67999413469,0.891348961439151,1,0.741601458640186
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,3067,225.629831483876,0.880474658706097,-4,0.744811631033614
7.1,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,5,3747,1587.90753018052,0.877939312435575,-1,0.558658790898633
6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,5,3518,1392.34809793964,0.875149429915988,-5,0.53596024894787
8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,6,3197,1055.44094181962,0.874918232358516,1,0.869882263462312
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,3067,308.379831483876,0.880474658706097,0,0.744811631033614
8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11,6,2821,300.041284532461,0.878471765357242,-7,0.772766002091371
9,0.38,0.41,2.4,0.103,6,10,0.99604,3.13,0.58,11.9,7,2110,337.940553890554,0.852403231806933,2,0.67423055960196
8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,5,2940,285.317590742591,0.898383278962142,7,0.946831809578165
9,0.4,0.43,2.4,0.068,29,46,0.9943,3.2,0.6,12.2,6,3185,1050.7767655139,0.880377211757116,-2,0.751353300524028
6.7,0.56,0.09,2.9,0.079,7,22,0.99669,3.46,0.61,10.2,5,3707,1100.19316455388,0.878347618888029,4,0.563815081510905
10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6,2483,168.541400141826,0.867038034968205,-1,0.943641120392523
10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6,2483,427.064812840239,0.867038034968205,0,0.943641120392523
10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,7,1939,368.017105117105,0.8490504155546,-5,0.722235876169145
8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7,5,3018,234.412660950161,0.87421384087138,0,0.537384971512601
8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,7,2398,854.77936924187,0.855777119980162,4,0.635301448177008
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5,3350,113.208057585689,0.896851477482903,3,0.88011031844729
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5,3350,206.708057585689,0.896851477482903,-1,0.88011031844729
8.4,0.59,0.29,2.6,0.109,31,119,0.99801,3.15,0.5,9.1,5,3153,247.27408008658,0.892700855144221,-1,0.794081740902969
7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,7,2213,116.011538665583,0.856435501448659,7,0.621465601984394
12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,5,2252,28.2197677322677,0.869156946833932,1,0.506819011549895
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6,2092,38.6296809184967,0.879458883144883,0,0.725161696290717
9.5,0.86,0.26,1.9,0.079,13,28,0.99712,3.25,0.62,10,5,3187,303.492250804751,0.889772857166929,-7,0.73607120764444
7.3,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9,6,2557,159.161699819788,0.874010277842317,-8,0.858009993001493
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6,2092,68.6296809184967,0.879458883144883,2,0.725161696290717
12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,5,2252,52.7197677322677,0.869156946833932,2,0.506819011549895
7.4,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3,6,3519,1869.69788100831,0.879385014470528,4,0.78483138485072
9.8,0.34,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4,7,2519,808.7191003441,0.853504374505695,-5,0.671037650360078
7.1,0.36,0.3,1.6,0.08,35,70,0.99693,3.44,0.5,9.4,5,3212,295.763483044733,0.89478144235104,-3,0.836988364179244
7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5,3491,282.893014869118,0.89225610395475,7,0.770252340345815
9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,6,3335,1095.0926505061,0.870326840614662,3,0.98801845005494
7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5,3491,440.927904979008,0.89225610395475,-2,0.770252340345815
7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5,4025,455.572571788807,0.896348336594912,-2,0.83243536635626
6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,6,3845,961.395394456877,0.893117419052281,4,0.586579503894754
7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5,4025,718.072571788807,0.896348336594912,-3,0.83243536635626
10,0.35,0.45,2.5,0.092,20,88,0.99918,3.15,0.43,9.4,5,3086,339.932249123426,0.888177067643201,1,0.712211182925771
7.7,0.6,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1,6,4142,1089.268593954,0.896854357387571,1,0.553391136317882
5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7,2022,20.2247141231661,0.862080682178191,0,0.552653557370051
