"a2","a3","a4","a5","a6","a7","a8","a9","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a31","a32","a33","a34","a35","a36","a37","a38","a39","label","degree","betweenness","clustering.coefficient","bonacich","weight"
"M362","MODMAT",47204,"YES","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER70",813,9,"CATALOG","NORTHUS",1910,50,64,0.233,18,64,1,NA,0,1300,62.5,37.5,0,0,3,1,40,40,106.45,100,1,8667,4.83333333333333,1,-7440172,0.604977503610666
"F26","MODMAT",47204,"YES","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER70",813,10,"CATALOG",NA,1910,50,64,0.2,16,86,0.75,NA,0,1300,58.8,41.1,0,0,2.5,1,40,40,106.45,100,1,9113,52.3333333333333,1,11311790,0.64950511073354
"I820","MASSEY",37938,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,2,"CATALOG","CANADIAN",1910,60,66,0.2,14.5,85,0.25,NA,0,NA,62.2,37.8,0,0,2.5,1,34,40,106.45,100,1,9401,15.5,1,-10143784,0.572075649022712
"X367","WARDS",37505,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",824,9,"TABLOID","CANADIAN",1910,40,64,0.233,15.4,88,0.5625,24,4.4,1835,55.5,40,2,0,2,1.3,30,40,106.45,100,0,9006,1.5,1,-3223602,0.788215618550966
"X793","WARDS",37505,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",824,2,"TABLOID","CANADIAN",1910,40,64,0.2,16,76,0.8125,23,4.8,1835,59.5,35.7,3,0,2,0.7,30,40,106.45,100,0,8982,3,1,6644733,0.781550457191761
"F679","MODMAT",47103,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,9,"CATALOG","NORTHUS",1910,47.5,63,0.3,16.4,84,0.5,27,20.7,1800,41.3,38,5,0,2.6,0.3,40,33,96.7,100,1,8316,0,1,9911709,0.622518720175313
"F242","MODMAT",47103,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","XYLOL","YES","WOODHOE70",816,9,"CATALOG","NORTHUS",1910,50,50,0.3,14.5,84,0.25,24,20.7,1500,41.3,38,0,0,3,0.6,40,33,103.3,100,1,8107,0,1,-17411711,0.638308757115602
"M260","MODMAT",47103,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,1,"CATALOG","NORTHUS",1910,50,48,0.233,13,80,1,NA,18.9,1700,47.2,34,0,0,2.7,0.6,40,33,100,100,1,8487,2,1,7743638,0.613290745000374
"I331","AUSTADS",34402,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","XYLOL","YES","WOODHOE70",815,9,"CATALOG","NORTHUS",1911,52,54,0.5,16,82,0.875,22,15.8,900,49.5,34.7,0,0,2.5,1,50,40,96.7,100,1,7900,0.5,1,3799350,0.655652874829531
"O21","TARGET",34545,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",827,2,"SPIEGEL","CANADIAN",1910,40,41,0.233,14,79,0.75,20,0,1530,61.7,38.3,5,0,3.1,1.8,33,33,96.9,100,0,8388,0,1,-3145071,0.724672785390836
"J68","WARDS",36053,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,9,"TABLOID","CANADIAN",1910,45,42,0.233,15,76,0.75,30,0,2220,58.8,41.2,0,0,2.5,1,30,35,100,100,0,9757,20,1,-925672,0.831212467802914
"J42","WARDS",36053,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,2,"TABLOID","CANADIAN",1910,45,42,0.233,16,84,0.625,28,0,2220,54.3,45.7,0,0,2.5,1,30,35,100,100,0,9613,1.5,1,1999327,0.867093112729495
"F331","NATLWILDLIFE",36859,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","ALBERT70",802,7,"CATALOG","NORTHUS",1911,55,54,0.267,15,70,0.625,60,3.4,1600,56.8,39.8,0,0,1,0.4,45,40,103.3,100,0,8658,2,1,-2414295,0.747976979121769
"F571","NATLWILDLIFE",36859,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","COVER","NO","LINE","NO","ALBERT70",802,2,"CATALOG","NORTHUS",1911,57.5,54,0.267,15.5,80,0.625,55,0,1600,62.5,37.5,0,0,3,0.5,45,40,103.3,100,0,8655,4,1,18106104,0.743023870765796
"M93","MODMAT",47103,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER70",813,9,"CATALOG","NORTHUS",1910,40,54,0.233,15.59,89,1,NA,1.2,1700,58.1,40.7,0,0,2.5,0.6,40,33,103.3,100,0,8720,7.5,1,-43649355,0.74178942482276
"G467","ECKERD",34683,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,2,"TABLOID","NORTHUS",1910,40,38,0.3,16,92,0.625,25,1.1,1900,53.8,45.2,0,0,2.5,1,30,33,100,100,0,9342,1,1,66035658,0.831449543566125
"F227","JAMESWAY",36648,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","WOODHOE70",815,1,"CATALOG","CANADIAN",1911,50,60,0.3,14,75,0.625,33,0,2000,65.2,34.8,0,0,0,0,35,40,96.9,100,1,8812,19,1,-73334171,0.616737644624696
"G496","BURDINES",34664,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","XYLOL","YES","WOODHOE70",816,9,"TABLOID","NORTHUS",1910,45,49,0.2,16,72,0.375,38,15,1650,50,35,0,0,2.5,0.2,38,33,96.9,100,1,8717,5.5,1,51596463,0.602525796792447
"F329","EXXON",36858,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,5,"CATALOG","NORTHUS",1910,60,43,0.367,15,94,1,NA,9.5,1500,52.6,37.9,0,4,2.5,1,40,35,100,100,1,8125,0,1,-35271254,0.636917395367075
"X203","TVGUIDE",25416,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID","NORTHUS",1911,47.5,41,0.333,18,74,0.5,30,17.7,1900,44.2,38.1,2,0,2.5,1,40,33,100,100,1,8122,0,1,2615364,0.637148867611144
"T313","EXXON",36858,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","ALBERT70",802,2,"CATALOG","NORTHUS",1910,47.5,52,0.267,14.3,98,0.75,55,11.7,1600,53.2,35.1,0,0,3,1,40,33,100,100,1,8555,1,1,21979191,0.60692580436263
"R4","TARGET",34546,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",816,9,"SPIEGEL","CANADIAN",1911,37.5,54,0.3,14.5,80,1,20,10.9,2400,54.3,34.8,0,0,2.5,0.4,30,40,103.3,100,0,9086,5,1,6737039,0.78859619924884
"R15","TARGET",34546,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",816,2,"SPIEGEL","CANADIAN",1911,52.5,54,0.267,14.6,82,NA,32,10.5,2400,52.6,36.8,0,0,2.5,0.5,30,40,100,100,0,8877,0,1,-41784678,0.777025566972183
"X400","WARDS",36054,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",827,2,"TABLOID","CANADIAN",1910,45,55,0.3,15,75,0.75,25,0,2300,59.8,40.2,0,0,2,2.3,30,33,96.6,100,0,9454,9,1,16841169,0.823186545749439
"O6","TARGET",34545,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","NO","MOTTER94",827,9,"TABLOID","CANADIAN",1910,40,48,0.3,15,82,1,35,0,1720,59.3,40.7,0,0,1.5,1.5,32,33,100,100,0,8687,3,1,-4831090,0.748729038030891
"O14","TARGET",34545,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","NO","MOTTER94",827,2,"TABLOID","CANADIAN",1910,40,48,0.333,15,75,1,30,0,1720,61.7,38.3,0,0,2.5,3,33,33,103.2,100,0,8658,1,1,5939477,0.750317786101596
"T244","MODMAT",47103,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,7,"CATALOG","NORTHUS",1910,50,52,0.2,14,80,0.75,60,4.4,1700,54.9,40.7,0,0,2.5,1,40,33,100,100,1,8577,3,1,-11871837,0.608461669888512
"M260","MODMAT",47103,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,1,"CATALOG","NORTHUS",1910,55,54,0.233,13.23,79,1,NA,18.9,1700,47.2,34,0,0,2,0.6,40,33,100,100,0,8451,0,1,61201109,0.731018263793472
"T383","MODMAT",47103,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER70",813,10,"CATALOG","NORTHUS",1910,40,54,0.267,14.42,87,1,NA,4.5,1700,56.2,39.3,0,0,2.5,1,40,33,96.8,100,0,8551,2,1,-89285597,0.736765702934162
"T78","MODMAT",47103,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","ALBERT70",802,2,"CATALOG","NORTHUS",1910,72.5,54,0.2,14.5,82,0.75,50,2.2,1900,56.7,41.6,0,0,3,0.9,40,33,100,100,0,8780,2.5,1,68380612,0.759977179770762
"M4","MODMAT",47103,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,5,"CATALOG","NORTHUS",1910,47.5,54,0.2,16.08,69,1,NA,3.3,1700,55.5,41.1,0,0,2.5,0.9,40,30,103.3,100,0,8430,0,1,-58463422,0.728890792895598
"F672","MODMAT",47103,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,2,"CATALOG","NORTHUS",1910,60,50,0.3,15,72,0.75,30,15.9,1700,44.2,39.8,1,0,3,0.5,40,33,100,100,1,8606,4.5,1,3412289,0.608736714772851
"X776","TOYSRUS",34752,"NO","KEY","NO","BENTON","GALLATIN","COATED","COATED","YES","LINE","YES","MOTTER94",824,9,"TABLOID","CANADIAN",1910,50,48,0.333,15.8,70,NA,30,0,1900,58.8,41.2,5,0,2.5,1.2,30,33,100,100,0,7615,0,1,12179450,0.654919740801241
"X713","TOYSRUS",34752,"NO","KEY","NO","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID","NORTHUS",1910,50,48,0.233,15.5,68,0.8125,30,0,1900,57.4,42.6,10,0,1.5,1,30,33,100,100,0,8224,3,1,-40612581,0.702430960839848
"M432","HOMESHOPPING",36928,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,9,"CATALOG","CANADIAN",1910,40,54,0.233,15,80,0.75,28,0,1800,58.8,41.2,0,0,2.5,1.2,30,33,100,100,0,9464,10.5,1,114168270,0.820245934801605
"M257","HOMESHOPPING",36928,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,2,"CATALOG","CANADIAN",1910,40,54,0.3,15,88,0.75,28,0,1800,58.8,41.2,0,0,2.5,1.2,30,33,100,100,0,9502,14,1,-303519697,0.815315015927275
"X138","TVGUIDE",25424,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID","NORTHUS",1911,40,54,0.333,14.1,80,NA,20,24.8,1850,41.3,33.9,3,0,2.5,0.8,40,40,103.3,100,0,8304,1,1,283247599,0.714247398273881
"F670","NTLWILDLIFE",36859,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","COVER","NO","LINE","NO","ALBERT70",802,2,"CATALOG","NORTHUS",NA,50,65,NA,17,100,0.625,52,5.6,1650,55.5,38.9,0,0,3,0.6,45,NA,NA,100,1,7106,0,1,-131783620,0.726576001989341
"X787","HANOVERHOUSE",34093,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","COVER","NO","LINE","NO","MOTTER94",821,7,"TABLOID","NORTHUS",1910,52.5,62,0.433,14.5,95,0.75,20,0,1950,58.8,41.2,0,0,2,1,38,35,100,100,1,8504,1,1,14219112,0.610518814747194
"F590","NATLWILDLIFE",36859,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,2,"CATALOG","NORTHUS",1910,50,56,0.2,14.3,105,0.75,70,0,1600,55.5,44.5,0,0,3,1,45,35,100,100,1,8496,0.5,1,217596687,0.610308512550665
"F19","JAMESWAY",36649,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE",NA,"MOTTER70",813,6,"CATALOG","SCANDANAVIAN",1911,47.5,62,0.333,15,84,NA,NA,5.6,NA,56.2,38.2,0,0,2.5,1,35,40,96.7,100,0,7601,1,1,1368751,0.652002090110123
"F89","JAMESWAY",36649,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE",NA,"MOTTER70",813,1,"CATALOG","SCANDANAVIAN",1911,47.5,62,NA,15,80,NA,NA,5.6,NA,56.2,38.2,0,0,2.5,1,35,40,96.9,100,0,7778,0,1,-26592675,0.668487962090414
"R17","TARGET",34547,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,9,"SPIEGEL","CANADIAN",1910,30,58,0.433,15.9,81,0.625,30,0,2150,62.5,37.5,10,0,2.5,1,30,35,90,100,0,8519,0.5,1,98857779,0.736859179246261
"R29","TARGET",34547,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,2,"SPIEGEL","CANADIAN",1910,30,58,0.333,16.3,78,0.625,30,0,2150,58.8,41.2,10,0,2.5,1,30,35,90,100,0,8592,13,1,-202715427,0.716656641104479
"X423","WARDS",36894,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID","CANADIAN",1910,30,51,0.3,16,70,0.8125,20,0,2250,58.8,41.2,0,0,1.5,0.6,30,35,103.3,100,0,8875,6,1,240559881,0.761983289321649
"X414","WARDS",36894,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","YES","LINE","YES","MOTTER94",824,9,"TABLOID","CANADIAN",1910,30,51,0.333,16,76,0.875,25,19.1,2250,42.7,38.2,3,0,1.2,0.5,30,35,103.3,100,0,7371,0,1,-578505485,0.635608022443905
"X84","WARDS",36057,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",827,9,"TABLOID","CANADIAN",1910,30,58,0.467,15,98,0.75,30,0,2300,58.8,41.2,6,0,2.25,1,30,35,100,100,0,8980,9.5,1,924377769,0.765111421280365
"X96","WARDS",36057,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",827,2,"TABLOID","CANADIAN",1910,30,58,0.467,15,96,0.75,30,0,2300,58.8,41.2,6,0,3,0.75,30,35,100,100,0,8792,2,1,-2249041223,0.762507827717364
"G407","CHILDWORLD",36024,"YES","KEY","YES","BENTON","GALLATIN","COATED","UNCOATED","NO","LINE","NO","WOODHOE70",815,9,"TABLOID","CANADIAN",1910,52.5,54,0.433,16.3,90,0.75,38,0,1800,62.5,38.5,0,0,2.9,1.1,33,35,100,100,0,8035,0,1,2972936145,0.69106136156318
"G150","CHILDWORLD",36024,"YES","KEY","YES","BENTON","GALLATIN","COATED","UNCOATED","NO","LINE","NO","WOODHOE70",815,2,"TABLOID","CANADIAN",1910,55.5,54,0.233,15,82,0.75,38,0,1800,58.8,41.2,0,0,2,1,33,35,100,100,0,9152,13,1,-5354347985,0.775858496614482
"X777","TVGUIDE",25424,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","XYLOL","YES","MOTTER94",821,2,"TABLOID","NORTHUS",NA,40,54,NA,14.6,85,NA,20,21.7,1850,43.5,34.8,0,0,2.5,0.8,40,NA,NA,100,0,7659,0,1,5911677545,0.658527757046863
"B6","DOWNS",34397,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,1,"CATALOG","MIDEUROPEAN",1910,50,53,0.3,16,65,0.75,NA,15.8,1300,49.5,34.7,0,0,2.5,1,28,35,93.5,100,0,8476,0,1,-1471807201,0.733567216583445
"F85","DOWNS",34397,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,6,"CATALOG","MIDEUROPEAN",1910,50,53,0.3,16.5,90,0.75,NA,11.3,1300,51.5,37.1,0,0,2.5,0.7,28,35,100,100,0,8505,0,1,2549426813,0.736546361586662
"I301","GLOBAL",36846,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","COVER","NO","LINE","YES","ALBERT70",802,7,"CATALOG","NORTHUS",1910,50,59,0.367,13,92,0.625,49,0,1300,58.8,41.2,0,0,3,1.1,40,35,100,100,1,7999,2,1,-3209212298,0.650294875683906
"F135","CASUALLIVING",38025,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","WOODHOE70",815,9,"CATALOG","NORTHUS",1910,57.5,55,0.333,14,86,0.75,30,13,1700,50,37,0,0,2.9,0.9,34,35,100,100,0,8195,0,1,611167909,0.705901373923108
"T178","CASUALLIVING",38025,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","WOODHOE70",815,2,"CATALOG","NORTHUS",1910,55,55,0.3,13,86,0.75,28,13.7,1700,49,37.3,0,0,3,0.8,34,35,100,100,0,8629,2,1,370828345,0.74490484149302
"F257","CAMPINGWORLD",36874,NA,"KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,9,"CATALOG","CANADIAN",NA,NA,60,NA,15.5,80,NA,30,13,1750,54.3,32.6,0,0,2.75,1,33,NA,NA,100,0,7600,0,1,369736093,0.653698754927337
"F170","CAMPINGWORLD",37874,NA,"KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,2,"CATALOG","CANADIAN",NA,NA,60,NA,15,78,0.625,34,15,1750,50,35,0,0,2.5,1,33,NA,NA,100,0,7991,0,1,779864290,0.68708911682088
"F77","CHILDCRAFT",36911,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","COVER","NO","LINE","NO","MOTTER70",813,6,"CATALOG","NORTHUS",1910,50,59,0.4,15,90,0.75,NA,0,1500,58.8,41.2,0,0,2.5,1,40,35,100,100,1,8180,1,1,2728860534,0.634377441039233
"X95","TVGUIDE",25427,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID","NORTHUS",1910,55,49,0.233,15.6,80,1,30,35.8,1950,41.7,22.5,1,0,2.7,1,40,37,100,100,1,8240,0,1,-7890919708,0.628169343886605
"M254","OLDVILLAGESHOP",34092,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",815,2,"CATALOG",NA,1910,65,49,0.333,13.5,82,0.625,30,0,1350,68.2,31.8,1,0,2.5,1,38,37,103.2,100,1,8110,1,1,10608102079,0.63977912884598
"I347","GLOBALEQUP",36846,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,2,"CATALOG","NORTHUS",1910,65,65,0.4,14,100,0.75,40,7,1200,58.1,34.9,0,0,2.5,1,40,35,100,100,1,8293,9,1,-12203938556,0.63919570919551
"X116","WARDS",36058,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE",NA,"MOTTER94",824,6,"TABLOID","CANADIAN",1911,50,58,0.3,16,NA,0.875,24,0,2200,58.8,41.2,0,0,1.2,0.6,30,42,93.75,100,0,8072,0,1,10652115547,0.694437382008255
"M45","OLDVILLAGESHOP",34092,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","WOODHOE70",815,9,"CATALOG",NA,1910,65,58,0.4,15,74,0.625,32,0,1800,57.5,42.5,1,0,2.5,1,38,37,103.2,100,1,7876,0,1,-5402589452,0.656719719079241
"X273","WARDS",36058,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE",NA,"MOTTER94",824,2,"TABLOID","CANADIAN",1911,50,58,0.333,15.5,75,0.8125,24,0,2200,58.8,41.2,0,0,1.5,0.6,30,42,100,100,0,8090,0,1,-18328340279,0.696091725582584
"J6","YIELDHOUSE",34367,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,9,"TABLOID","NORTHUS",1911,62.5,47,0.167,17,75,0.75,30,14.3,1700,47.6,38.1,0,0,3,0.5,40,40,96.9,100,1,9186,23.3333333333333,1,28376505269,0.597203853011383
"X135","AMES",34583,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",827,9,"TABLOID","CANADIAN",1911,40,47,0.2,15,75,0.75,25,0,2100,61.1,38.9,0,0,2.4,1.1,33,40,96.9,100,0,9668,32.3333333333333,1,-20789074392,0.786519122501311
"X151","TVGUIDE",25428,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER94",821,2,"TABLOID","NORTHUS",1911,45,47,0.2,14,80,0.75,20,18,1800,45,37,0,0,2.5,0.8,40,40,96.9,100,0,9768,51.5,1,9506054617,0.750551022827275
"X750","GUIDEPOSTS",23040,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID",NA,NA,50,59,0.333,14.5,71,0.625,20,11.1,1650,55.5,33.3,0,0,2.5,1,40,NA,NA,100,1,7779,0,1,-8744041317,0.664771234915287
"T245","MASSEY",36784,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",815,2,"CATALOG","NORTHUS",1910,60,58,0.333,15.1,93,1,25,0,1650,56.1,33.9,0,0,2.5,1,40,35,100,100,1,8643,2,1,13327825592,0.602333988234732
"F374","MASSEY",36784,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","WOODHOE70",815,2,"CATALOG","NORTHUS",1910,50,58,0.367,13.5,100,0.75,35,0,1750,55.5,44.5,3,0,2.7,0.5,40,35,100,100,1,8271,1,1,-24956855822,0.627490130521758
"B181","MODMAT",47104,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","ALBERT70",802,2,"CATALOG","NORTHUS",1910,40,56,0.3,16.5,80,NA,45,20.3,1400,44.2,35.5,0,0,3,0.6,40,35,100,100,0,8480,2.5,1,16975117822,0.728401948052924
"M332","MODMAT",47104,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","ALBERT70",802,7,"CATALOG","NORTHUS",1911,30,56,0.433,16,70,NA,60,21.8,1400,45.4,32.8,0,0,3,0.9,40,40,96.8,100,0,8023,0,1,-31665030414,0.689973474296117
"T234","MASSEY",36784,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","XYLOL","YES","WOODHOE70",815,9,"CATALOG","NORTHUS",1910,37.5,56,0.3,14,82,0.625,28,0,1700,58.8,41.2,2,0,2.5,0.5,40,35,100,100,0,8859,9,1,43371574175,0.753057635986206
"M39","MODMAT",47104,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","XYLOL","YES","MOTTER70",813,5,"CATALOG","NORTHUS",1911,50,56,0.333,14.6,74,0.75,NA,7.5,1400,53.8,38.7,0,4,2.4,0.8,40,40,96.8,100,0,7937,0,1,-32510805027,0.682276064239587
"F450","MODMAT",47104,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","XYLOL","YES","MOTTER70",813,1,"CATALOG","NORTHUS",1911,57.5,56,0.5,13.8,73,0.75,NA,4.4,1400,52.7,42.9,0,0,2,0.5,40,40,96.8,100,0,7935,0,1,60383940549,0.682099097663823
"X281","AMES",34583,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",827,2,"TABLOID","CANADIAN",1911,45,55,0.2,14,73,0.75,30,0,2100,61.1,38.9,0,0,2.5,0.8,33,40,96.8,100,1,9667,47.9166666666667,1,-37844237171,0.601182614962818
"X346","HILLS",34714,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,9,"TABLOID","CANADIAN",1911,30,56,0.2,14.7,87,0.875,20,0,2150,58.8,41.2,12,0,1.5,0.6,30,40,96.8,100,0,8598,3,1,41236902818,0.739361506559611
"X235","HILLS",34714,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID","CANADIAN",1910,40,56,0.333,15.3,86,0.8125,32,0,2150,58.8,41.2,12,0,2.2,0.8,30,35,100,100,0,8815,0,1,-74094601929,0.769972856505858
"B125","MODMAT",47104,"YES","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER70",813,10,"CATALOG","NORTHUS",1911,55,56,0.4,15,87,0.75,NA,0,1250,62.5,37.5,0,0,2.5,1,40,40,96.8,100,0,8724,0,1,33646358830,0.759850109576319
"T280","MODMAT",47104,"YES","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER70",813,9,"CATALOG","NORTHUS",1911,55,56,0.4,15,93,0.75,NA,0,1250,62.5,37.5,0,0,2.5,1,40,40,96.8,100,0,8855,17,1,-90471635764,0.734188778619473
"T8","REI",36644,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","XYLOL","NO","WOODHOE70",816,2,"CATALOG","NORTHUS",1911,60,56,0.3,16,87,0.625,26,10.5,1450,50.5,39,3,0,3,1.3,40,40,93.75,100,1,7913,0,1,43279580095,0.653699672165113
"F257","REI",36644,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,2,"CATALOG","NORTHUS",1910,60,53,0.3,18,103,0.625,50,22.1,1600,41,36.9,0,0,3,0.7,40,35,105.2,100,0,8110,0,1,10550474992,0.697939154218851
"F261","REI",36644,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,7,"CATALOG","NORTHUS",1910,57.5,53,0.367,14.5,70,0.625,58,20.2,1600,42,37.8,3,0,3,1,40,35,105.2,100,0,7546,0,1,-663395288,0.649340650318196
"F264","USCAV",35683,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,7,"CATALOG","NORTHUS",1911,62.5,61,0.3,14,85,0.75,50,3.5,1660,56.8,39.7,2,0,3,1,32,40,93.75,100,0,8038,0,1,-14237870268,0.691333869616773
